job_title,publish,company_name,city,description,website
Robotic Process Automation (RPA) Business Analyst (m/w/d) - bis zu 100 % remote,vor 15 Stunden,DZ PRIVATBANK S.A.,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart","An unseren Standorten Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart oder ortsunabhängig suchen wir zum nächstmöglichen Zeitpunkt einen Robotic Process Automation (RPA) Business (m/w/d) – bis zu 100 % remote",stepstone
"Pharmareferenten / Pharmaberater (Naturwissenschaftler, MTA, PTA) als Pharma Field Analyst (m/w/d)",vor 5 Tagen,STEM Healthcare GmbH Germany,"Sachsen, Brandenburg, NRW","STEM Healthcare GmbH Germany * Sachsen, Brandenburg, NRW * Feste Anstellung * Home Office möglich,Vollzeit - STEM Healthcare ist ein Benchmarking-Unternehmen, das mit der pharmazeutischen Industrie zusammenarbeitet. Wir messen und quantifizieren die Ausrichtung und Umsetzung der Strategie über mehrere Marken und Therapiegebiete hinweg. Wir arbeiten mit über 80% der Pharmaunternehmen in mehr als 40 Ländern weltweit. Wir suchen zum 01.01.2023 - Regionen: Sachsen, Brandenburg, NRW - Ihre Aufgaben * Sie sind ein wesentlicher Bestandteil der STEM-Methodik und das Gesicht zum Kunden im Außendienst * Sie begleiten Außendienstmitarbeiter und MSL's im Tagesgeschäft * Als neutraler Beobachter messen und dokumentieren Sie die Interaktionen der Außendienstmitarbeiter mit ihren Kunden (Face-to-Face oder virtuell) * Sie geben über ein Analysetool ein formalisiertes und strukturiert",stepstone
Business Analyst Sales Excellence (m/w/d),vor 1 Woche,CompuGroup Medical SE & Co. KGaA,"Koblenz, Home-Office",for Success als Business Analyst Sales Excellence,stepstone
Data Platform Solution Architect EMEA,vor 4 Tagen,Adobe Systems GmbH,Bundesweit,"Digital marketing is advancing at a dizzying pace and companies are turning to the data platforms strategies and implementations. * strong background in platforms such as Adobe Experience Platform, Tealium, Google 360 or Database / warehousing technology. * Outstanding problem solving and analytical skills, including ability to produce clear observations, analysis and conclusions based on customer interviews and",stepstone
(Junior/Senior) Business Analyst (w/m/d),vor 1 Woche,ALTER SOLUTIONS Deutschland GmbH,"Düsseldorf, Münster, München, Hamburg, Berlin, bundesweit ( Home-Office)","Jeder einzelne unserer über 60 Agile Consultants, DevOps Engineers, UI Designer, Java Developer, Cloud Architekten, Test Automatisierer, IoT Experten, Ethical Hacker, Penetration Tester und Scientisten ist für uns der wichtigste und wertvollste Mitarbeiter. * Als (Junior/Senior) Business analysierst, strukturierst und vertrittst Du fachliche Anforderungen und entwickelst gemeinsam mit den technischen Stakeholdern die richtigen Lösungsszenarien",stepstone
SOC Security Analyst (w/m/d),vor 3 Tagen,TÜV Rheinland Group,Bundesweit,"TÜV Rheinland Group * Bundesweit * Feste Anstellung * Vollzeit - Gesellschaft: TÜV Rheinland i-sec GmbH - Die Begeisterung für zukunftsweisende Lösungen teilen wir mit über 20.000 Menschen rund um den Globus. Bei TÜV Rheinland können Sie Ihr Wissen eigenverantwortlich einbringen und sich dabei persönlich immer weiter entwickeln. Wir sind ein Team aus hochqualifizierten Expertinnen und Experten, die sich verantwortungsvollen Herausforderungen stellen, um das Leben mit wertvollen Leistungen zu bereichern. Und wir alle lieben, was wir tun. Wenn auch Sie Ihre Talente sinnstiftend einbringen möchten, kommen Sie zu TÜV Rheinland. Nutzen wir diese vielfältigen Möglichkeiten und machen wir uns gemeinsam auf zu neuen Zielen. Deine Aufgaben * Du führst Analysen von Cyber-Security Incidents (z.B. Ransomware) durch. * Du unterstützt bei der Umsetzung eventueller Maßnahmen bzw. fü",stepstone
Data Scientist (w/m/d),vor 3 Wochen,Kienbaum Consultants International GmbH - Zentrale,bundesweit,Das Team “Data Science and Data Management” verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten.,stepstone
Business Analyst - Customer Journey Analytics (m/f/d),vor 1 Woche,IU Internationale Hochschule,"Home-Office, bundesweit, Berlin, München","Join our team now in full time at one of our locations or 100% remote as Business Analyst - Customer Journey Analytics (m/f/d) . * Develop a -driven understanding of our user journeys: from online marketing campaigns over website visits till the final sales call * You enjoy working with large amounts of are passionate about creating analyses, and drawing conclusions from them * A successfully completed degree in business administration, economics, (business) informatics, science or a related field round out your profile",stepstone
EDI-Analyst (m/w/d),vor 5 Tagen,Willi Elbe Gelenkwellen GmbH & Co. KG,"Tamm, Pfedelbach, Rippershausen, Home-Office","bei der Willi Elbe Group in Tamm – als EDI-Analyst (m/w/d) – Standorte Tamm, Pfedelbach, Rippershausen oder Remote * Bachelor-Abschluss in Informatik, Informationstechnologie o. Ä. sowie mind. 5 Jahre Erfahrung als EDI-",stepstone
Sales Analyst / Fee Manager (m/w/d),vor 1 Woche,TecAlliance GmbH,"Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office","TecAlliance GmbH * Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Become Part of a strong Alliance - Standort: Ismaning (bei München), Köln; Weikersheim (bei Würzburg), Teneriffa, Barcelona, Herleen, HomeOffice - Bei TecAlliance arbeiten Technologie- und Automobilspezialisten zusammen, um die Zukunft des Automobil-Aftermarket zu digitalisieren und zu gestalten. Als Full-Service-Anbieter von Daten, Diensten und Prozessen ist die TecAlliance Marktführer in Europa und baut diesen Vorsprung weltweit rasch aus. Wir verdanken unseren wachsenden Erfolg als die treibende Kraft hinter der Digitalisierung des gesamten Marktes einfachen Prinzipien wie Offenheit, Mut, Leidenschaft, Neugier, Uneigennützigkeit, Innovation, Inklusion und Integrität.",stepstone
Data Architect (gn),vor 1 Woche,SoftwareONE Deutschland GmbH,"Home-Office, Leipzig, Berlin, Hamburg","Die rasante Entwicklung von neuen Technologien und Rechenkapazitäten bietet dabei ständig neue Möglichkeiten, die wir für unsere Kunden in den Bereichen Digital Advisory, Solution Architecture oder Analytics nutzen. Als Architect (gn) wirst du Teil unseres 10-köpfigen Advisory-Teams. Unser Team ist ein Mix aus Architects, Scientists und Application Architects. Wir beraten Größen aus allen Branchen zu Lakes, Warehousing, BI & AI Analytics, Big eben alles rund um als Basis für valide Business Entscheidungen und bieten damit immer spannende neue Projektumfelder, ob Beratung, Proof-of-Concept oder MVP. * Definition und Kontrolle der Governance liegen in deinen Händen. * Deine",stepstone
Business Process Analyst (m/w/d),vor 1 Woche,MCL IT GmbH,bundesweit im Home-Office,Als Business Process Analyst (m/w/d) harmonisierst und definierst du die Prozesse unserer Business Units,stepstone
Technical Business Analyst (m/w/d),vor 1 Woche,AXA Konzern AG,deutschlandweit,"AXA Konzern AG * deutschlandweit * Feste Anstellung * Home Office möglich,Vollzeit - Du gehst gerne auch mal unkonventionelle Wege und brennst einfach für Neues? Dabei willst du effiziente Lösungen und hast das Wesentliche im Blick? Mit einem klaren Prozess vor Augen wirst du zum Macher (m/w/d)? Perfekt, die suchen wir: Menschen, die im Team ihre Talente bündeln und an einem großen Rad drehen möchten. So erschließen wir neue Pfade. Neugierig auf uns? Wir auch auf dich! Neuer Job, neues Glück - Wir als Team stellen alle zentrale Funktionen in unserem Prozessportal (online CRM) für die personellen Vertriebe Exklusiv und Makler bereit. Ein Schwerpunkt dabei sind Integration der Backend-Systeme/-Prozesse in unsere Oberflächen sowie der Ausbau unserer Nutzeroberflächen. * Du konsolidierst, bewertest und hinterfragst die Anforderungen für die zu entwickelnde oder umzusetzen",stepstone
Praktikant (m/w/d) im Bereich Data Analytics / Digitale Transformation,vor 4 Tagen,BYK-Chemie GmbH,"Wesel bei Düsseldorf, Home- Office","Studentin bzw. Student der Informatik, Mathematik, Chemie / Bioinformatik, Ingenieurwesen o. ä. als Praktikant (m/w/d) im Bereich Data Analytics / Digitale Transformation - Du unterstützt das Team – von der Konzeption bis zur Umsetzung – bei der Weiterentwicklung unserer Data- und Analytics-Produkte und -Services. Du verstärkst uns in vielseitigen Projekten, in denen wir uns mit aktuellen Fragestellungen der Digitalisierung, Data Analytics und Automatisierung im Umfeld von Laboren beschäftigen. * Interesse an den Themen Data Science, Machine Learning, Deep Learning und Artificial Intelligence. * Wir binden Dich mit herausfordernden Aufgaben in unserem Team und abwechslungsreichen Projekten ein und Du kannst wertvolle praktische Erfahrungen in Bereich Data Science und Data Analytics sammeln.",stepstone
IT Infrastructure Engineer / Technical Analyst (m/w/d),vor 1 Woche,Chemische Fabrik Budenheim KG,"Budenheim, Homeoffice",Machen Sie jetzt den für Sie passenden nächsten Karriereschritt mit uns als IT Infrastructure Engineer / Technical im Bereich Information Technology.,stepstone
Data Architect (gn),vor 1 Woche,SoftwareONE Deutschland GmbH,remote (bundesweit),"Senior Data Engineer (gn) Als Data Architect (gn) wirst du Teil unseres Delivery Teams. o Azure Data Factory * Deine ausgeprägte Berufserfahrung als Senior Engineer (gn) im Delivery Umfeld steht für uns im Vordergrund, dabei ist egal, ob du ein Studium im MINT-Umfeld absolviert hast oder eine Ausbildung gemacht hast.",stepstone
Data Architect,vor 1 Woche,Adobe Systems Europe Limited,MadridLondonBarcelonaRemote PortugalRemote Germany,"We're looking for a Data Architect join our team. As a hard-working and effective communicator, the Data Architect will work with to support the design of digital marketing architectures and supporting the development recommendations that deliver on client business objectives. Experienced modelers, SQL, ETL, with some development background to provide defining new schemas, ingestion for Adobe Experience Platform customers. Work with Adobe customers to gather requirements, design solutions & make recommendationsLead customer project conference calls or collaborate with a project coordinatorDeliver Technical Specifications documents for customer reviewDemonstrate understanding of relationships and schemas to structure to allow c",stepstone
Data Platform Solution Architect EMEA,vor 1 Woche,Adobe Systems Europe Limited,Bundesgebiet,"Digital marketing is advancing at a dizzying pace and companies are turning to the data platforms strategies and implementations. In-depth understanding of the typical use cases of Digital Platform implementations (CMS, Analytics, Personalization, Ecommerce, DAM, Mobile strategies etc.)strong background in platforms such as Adobe Experience Platform, Tealium, Google 360 or Database / warehousing technology. Outstanding problem solving and analytical skills, including ability to produce clear observations, analysis and conclusions based on customer interviews and",stepstone
(Senior) Consultant Vertrieb und CRM / Vertriebsanalyst (m/w/d),vor 1 Woche,Cintellic GmbH,bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, und Technology ein.",stepstone
Business Intelligence DWH Developer (m/w/d) bei Corporate Financial Systems & Processes,vor 1 Woche,DACHSER SE,bundesweit,Sie arbeiten bei Corporate Financial Systems & Processes im Fachbereich Business Intelligence in einem deutschlandweiten Team und übernehmen Verantwortung bei der Entwicklung von Warehouse & Business Intelligence-Lösungen auf Basis des Microsoft SQL Server mit Schwerpunkt im Daten-Backend von der Konzeptionierung bis zum produktiven Betrieb. * Die Betreuung und Weiterentwicklung der bestehenden MS-SQL Lösungen gehört ebenso zu Ihrem Aufgabenspektrum wie deren Migration und Integration in die zukünftige Zielarchitektur (Backend Warehouse in Verbindung mit BI Frontends) für mehrere Tausend Anwender * Idealerweise konnten Sie Erfahrungen auf dem Gebiet der Datenmodellierung von Warehouse Lösungen sammeln.,stepstone
Data Engineer (f/m/d) onsite or remote / home office,vor 5 Tagen,1&1 Mail & Media,"Hamburg, Karlsruhe, München, Home-Office","Do you have a passion for digital data products and want to make a difference in a company with an agile environment and flat hierarchies? We have more than just a job waiting for you: Become part of our interdisciplinary B2B CRM Business Solution Team of Business ConsuvelopManagers and, as a Engineer, develop new, innovative, operational and analytical solutions together with your team and your stakeholders to drive our business forward. * You act as an interface between technology and business (e.g. sales, product management, sales steering, yield management, etc.) and analyse a wide range of requirements from the business units, which contribute to the development of suitable solutions. * You independently create concepts for innovative, intelligent systems in the context of analytical solutions, develop",stepstone
SAP Master Data Expert (m/w/d),vor 5 Tagen,TTS Tooltechnic Systems AG & CO. KG,Wendlingen am Neckar/Homeoffice,"Zur Erfüllung unserer Digitalisierungsstrategie innerhalb unseres Architekturmanagement Teams suchen wir Sie als SAP Master Expert (m/w/d), um die TTS Unternehmensgruppe weiter in die digitale Zukunft zu führen.",stepstone
Senior Digital Business Analyst (w/m/x),vor 1 Woche,IBM iX,"Düsseldorf, Home-Office","Als integraler Bestandteil eines Projektteams evaluierst du in der Rolle eines Beraters/Analysten digitale Strategien, die zum digitalen Erfolg deiner Kunden führen * Idealerweise hast du Erfahrung als Business /Consultant im Digital Business (z.B. eCommerce, CMS, PIM, DAM, SEO, Marketing)",stepstone
Senior Business Analyst Markets (m/f/d),vor 1 Woche,BestSecret Group,"Aschheim bei München, remote / Homeoffice","We are looking for you to join us as a senior business analyst, who will support the long-term success of Best Secret in the different regions by driving insights, planning, and forecasting our sales, building business cases for investment decisions, providing driven recommendations and bring transparency on the business drivers.",stepstone
"Elektriker, Elektroniker oder Mechatroniker (m/w/d) Gebäudetechnik DP DHL - Hannover",vor 13 Stunden,Deutsche Post DHL Facility Management Deutschland GmbH,"Hannover, D-PLZ 30","Deutsche Post DHL Facility Management Deutschland GmbH * Hannover, D-PLZ 30 * Feste Anstellung * Vollzeit - Was wir bieten - CORPORATE REAL ESTATE – IMMOBILIENDIENSTLEISTUNGEN FÜR DIE LOGISTIK VON HEUTE UND MORGEN - Lust, die Zukunft der Logistik mitzugestalten - nicht irgendwo - sondern bei Deutsche Post DHL Group, dem weltweit führenden Logistikanbieter? Dann kommen Sie ins Team von Corporate Real Estate. 1.400 Expertinnen und Experten freuen sich auf Sie. Briefzentren, Paketzentren, Zustellstützpunkte, uvm. – kurzum – tausende Immobilien des flächendeckenden Brief- und Paketnetzes in Deutschland welche kontinuierlich unter Digitalisierungs- und Nachhaltigkeitsaspekten ausgebaut werden. * Ein sicherer Arbeitgeber und ein unbefristetes Arbeitsverhältnis – auch in Krisenzeiten * Modernste Arbeitsbedingungen - bei uns erhalten Sie Freiräume, die es Ihnen ermöglicht, Ih",stepstone
Data Engineer (f/m/d) - Marketing Automation,vor 6 Tagen,IONOS,"Berlin, Karlsruhe, Home-Office","Knowledge of database marketing, data storage and cleansing is an advantage. * Know-how regarding the execution of detailed analyses and breakdown of forecast results.",stepstone
(Senior) Data Specialist (m/w/d) für den Bereich Operativer Datenschutz - Deutschlandweit,vor 6 Tagen,GRENKE AG,deutschlandweit,"deutschlandweit * Feste Anstellung * Home Office möglich,Vollzeit - Die GRENKE AG ist mit über 1900 Mitarbeiter*innen in 33 Ländern „Möglichmacher“ für kleine und mittelständische Unternehmen. Wir schaffen schnelle und einfache Finanzierungslösungen, die unseren Kunden helfen, ihre Geschäftsideen in die Tat umzusetzen. Denn wir sind überzeugt davon, die Geschäftswelt bietet viele Chancen, wenn man den Mut hat diese umzusetzen. Und so agieren auch wir, im Umgang mit unseren Kunden aber auch in unseren starken Teams: Mit Persönlichkeit, unternehmerischem Denken, selbstbestimmt, gesundem Pragmatismus aber auch der nötigen Entschlossenheit. Das ist Teil unserer Unternehmenskultur – und die Möglichkeit beruflich und persönlich zu wachsen. 10001|GRENKE AG|DEE - Baden-Baden / Deutschlandweit - Unbefristeter Vertrag",stepstone
Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Data Center,vor 1 Woche,Rittal GmbH & Co. KG,"bundesweit, Home-Office","Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Data Center - Gemeinsam mit Ihnen möchten wir die digitale Transformation gestalten und suchen Sie zur Weiterentwicklung unseres Geschäftsfeldes Colocation als Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Center * Evaluierung des Marktwachstums im Bereich Colocation Positionierung, Stärkung und internationaler Ausbau des Rittal-IT-Portfolios im Marktsegment Colocation / Cloud /  Center * Branchen- und Prozessverständnis für den Bereich Colocation /  Center, sehr gutes Beziehungsnetzwerk in der Branche",stepstone
(Senior) Data Engineer – Schwerpunkt Operations w/m/d,vor 2 Wochen,Kienbaum Consultants International GmbH - Zentrale,bundesweit,Das Team „Data Science and Data Management“ verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten.,stepstone
Data Protection Manager (m/w/d),vor 1 Woche,Rutronik Elektronische Bauelemente GmbH,Bundesweit an allen Rutronik Standorten,"Rutronik Elektronische Bauelemente GmbH * Bundesweit an allen Rutronik Standorten * Feste Anstellung * Vollzeit - Entdecken Sie die Welt - der elektronischen Bauelemente! Starten Sie als Teamplayer bei Rutronik! Die Welt der Elektronik ist unser Zuhause. Als eines der weltweit führenden Unternehmen für den Vertrieb elektronischer Bauteile mit mehr als 1.800 Mitarbeitern an über 82 Standorten rund um den Globus suchen wir laufend Verstärkung. Entdecken Sie jetzt die Perspektiven und Chancen, die Ihnen Ihr Job bei Rutronik bietet und werden Sie Teil unseres Erfolges! Ihre Aufgaben * Sie sind erster Ansprechpartner in der Rutronik Gruppe für datenschutzrelevante Fragestellungen , Vorabprüfungen sowie Datenschutzvorfälle, Kundenanfragen, dazugehörige Recherchen, Empfehlungen und Risikoabschätzungen * Management von Standardprozessen (z. B. AVV, Verpflichtung auf das Daten",stepstone
Consultant Data Engineer (m/w/d),vor 1 Woche,Cintellic GmbH,bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, und Technology ein. * Sie haben bestenfalls erste Erfahrungen in Projekten aus dem Bereich Warehouse / Business Intelligence",stepstone
Sachbearbeiter (m/w/d) FFTH Online Research & Data Analysis,vor 1 Woche,Liberty Networks Germany GmbH,bundesweit,"Sachbearbeiter (m/w/d) FFTH Online Research & Data Analysis - Als Sachbearbeiter (m/w/d) FTTH Online Research & Analysis unterstützt unsere Datenexperten beim Sammeln und Aufbereiten von Informationen aus offen zugänglichen Quellen, die Grundlage für wichtige Entscheidungen sind.",stepstone
Global Specialist Supply Chain Systems & Data (m/w/d),vor 2 Wochen,Berner Omnichannel Trading Holding SE,"Köln, Künzelsau, mobiles Arbeiten",Global Specialist Supply Chain Systems & Data (m/w/d) Für unseren Standort Köln oder Künzelsau (mobiles Arbeiten nach Absprache möglich) suchen wir zum nächstmöglichen Zeitpunkt einen Global Specialist Supply Chain Systems & (m/w/d),stepstone
Junior Consultant Data Engineering (m/w/d),vor 2 Wochen,Reply,bundesweit,"Target Reply ist auf die Erstellung, Integration und Realisierung von BI und Data Warehousing Lösungen spezialisiert und unterstützt seine Kunden dabei, sichere, effiziente und skalierbare ETLProzesse im generellen DWH-Umfeld aufzubauen. * Du übernimmst schnell erste Verantwortung im Bereich Datenintegration, kannst im Thema Warehousing selbstständig arbeiten und anderen dein Wissen vermitteln * Für die Umsetzung kundenspezifischer Anforderungen arbeitest du mit der processing Platform von Ab Initio an der Entwicklung und Steuerung von Business Intelligence- und Warehousing-Lösungen",stepstone
"Aktuar / Versicherungs-Mathematiker / Statistiker (w/m/d), Fachliche (Teil-)Projektleitung in der Bestandsmigration Lebensversicherung",vor 2 Wochen,Dr. Weber & Partner GmbH | Unternehmensberater - Personalberater,"Home-Office, bundesweit","Ein abgeschlossenes (Fach-)Hochschulstudium (Mathematik, Wirtschaftsmathematik oder verwandte Fächer wie Physik, Science o.ä.)",stepstone
Software Engineer – Data Science & Data Management w/m/d,vor 2 Wochen,Kienbaum Consultants International GmbH - Zentrale,bundesweit,"Software Engineer – Data Science & Data Management w/m/d - Das Team „Data Science and Data Management“ verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten. * Dabei arbeitest Du in interdisziplinären Teams aus Scientists, Engineers, Anwendungsentwickler:innen, IT Operations und Produktmanager:innen.",stepstone
"Senior Manager, Data Science - Adtech (f/m/d)",vor 1 Tag,Delivery Hero SE,bundesweit,"We are looking for a Senior Manager, Ad Tech Data Science (f/m/d) who can help lead the strategy and build a team for Delivery Hero's new Ad Tech revenue stream. If you have significant experience with science and personalization algorithms and want to build a team that will impact the global food delivery market, this is the right position for you. * Lead a team of and manage relationships with product and business counterparts to build well-crafted, pragmatic products * Improve the efficiency and agility of machine learning, computational, and processing pipelines * 7+ years of experience in science, especially in internet companies; significant work experience in Ad Tech is equally valuable.",stepstone
Software Consultant / IT Project Manager (m/w/d),vor 10 Stunden,ecovium GmbH,"Düsseldorf, Pforzheim, Neustadt, Home-Office","ecovium GmbH * Düsseldorf, Pforzheim, Neustadt, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Unser Antrieb: Die Zukunft. Das Antriebsmittel: Eine gemeinsame Vision. Ein fester Wille. Ein innovatives Team. Du bist Softwareberater und auf der Suche nach einer neuen Herausforderung? Ob Berufseinsteiger*in oder Specialist - engagierten Talenten steht unsere Tür immer offen! Mit über 300 Mitarbeiter*innen arbeiten wir bei ecovium mit Fachwissen und Herzblut an den Antworten zur Entwicklung nachhaltiger Logistiklösungen und wagen neue Wege. Langjährige Branchenerfahrung gepaart mit der agilen Struktur eines Start-ups sowie die Vielfalt der Team-Mitglieder mit ihren unterschiedlichen Perspektiven bilden die Basis unserer täglichen Arbeit und prägen die Kultur des Unternehmens. Für die Verwirklichung unserer Vision suchen wir ab sofort Unterstützung für uns",stepstone
Anwendungsberater im Außendienst (m/w/d),vor 13 Stunden,Martin Braun-Gruppe,"Nordrhein-Westfalen, Rheinland-Pfalz/Saarland","Martin Braun-Gruppe * Nordrhein-Westfalen, Rheinland-Pfalz/Saarland * Feste Anstellung * Vollzeit - Über uns - Siebrecht bietet das volle Sortiment sowie alle wesentlichen Zutaten zur Herstellung von Brot, Brötchen sowie Grob- und Feingebäcken und gehört zur international tätigen Martin Braun-Gruppe. Die Martin Braun-Gruppe ist Teil der Geschwister Oetker Beteiligungen KG und entwickelt, produziert und vertreibt ein Vollsortiment an Ingredients im Schwerpunktbereich süße und herzhafte Backwaren, Brot/Brötchen, Desserts und Eis für Großverbraucher sowie süße und pikante Premium-Tiefkühlbackwaren in allen relevanten Absatzkanälen weltweit. Heute beschäftigt die Martin Braun-Gruppe mehr als 2.500 Mitarbeiter an 22 Standorten und ist mit Produkten in über 70 Ländern vertreten. Exzellente Produktqualität auf Basis bester Rohstoffe, modernste Herstellungstechnik sowie hohe",stepstone
Senior Analyst (w/m/d),vor 8 Stunden,Bauer Media Group,Bundesweit,Als Owner über unser Data-Tool Stack screenst Du kontinuierlich den Markt nach neuen Tools & Trends * Entwicklung von Messmethoden und Modellen für Scorecards und KPIs,stepstone
Digital Business Consultant – Web Analytics (w/m/x),vor 1 Tag,IBM iX,"Düsseldorf, Home Office (Hybrid)","IBM iX * Düsseldorf, Home Office (Hybrid) * Feste Anstellung * Home Office möglich,Vollzeit - IBM iX – It's never been a better time to be a creator. Wir sind IBM iX: Consultancy, Digitalagentur, Design-Studio und Tech-Company in einem. Unsere 1.200+ digitalen Expert*innen in DACH und Kroatien begleiten Menschen, Marken und Organisationen agil und kollaborativ: von der Analyse und Idee über Business-Case, Design-Vision und MVP-Entwicklung bis zu Roll-Out und Operations. Wir glauben „Good Experience is Good Business”. Deshalb stellen wir bei allem, was wir tun, das menschliche Erlebnis in den Mittelpunkt unserer Arbeit. Gemeinsam helfen wir dabei, eine nachhaltige Zukunft zu gestalten: mit digitalen Produkten, Services und Experiences, die Menschen verbinden. Du fühlst dich in der Welt der digitalen Trends zuhause und liebst es, Projekte mit echter Wirkung voranzutreib",stepstone
(Senior) Security Operation Center (SOC) Engineer (m/w/d),vor 1 Tag,COMLINE Computer + Softwarelösungen SE,"Düsseldorf, Berlin, München, Hamburg, Home-Office","COMLINE Computer + Softwarelösungen SE * Düsseldorf, Berlin, München, Hamburg, Home-Office * Feste Anstellung * Vollzeit - Unser wichtigstes Kapital sind unsere Mitarbeiter/innen. Durch unsere Teilnahme an GREAT PLACE TO WORK wissen wir, dass die Kolleginnen und Kollegen COMLINE als fair, nachhaltig, kompetent und innovativ beschreiben. Sie finden uns im Mittelstand, denn damit vereint COMLINE Sicherheit, Flexibilität und Schnelligkeit - für unsere aktuell ca. 500 Mitarbeiter/innen und unsere Kunden, die COMLINE rund um aktuelle IT Themen ihr Vertrauen schenken. Durch unsere Beratung und Dienstleistung mit den Themen Cloud Management, Microsoft, Automatisierung, IoT, SAP S/4 HANA oder Softwareentwicklung machen wir die IT unserer Kunden zukunftsfähig, damit sie ihrem Wettbewerb einen Schritt voraus sind.",stepstone
Junior Penetration Tester/ Ethical Hacker (w/m/d),vor 2 Tagen,TÜV Rheinland Group,bundesweit,"TÜV Rheinland Group * bundesweit * Feste Anstellung * Vollzeit - Gesellschaft: TÜV Rheinland i-sec GmbH - Die Begeisterung für zukunftsweisende Lösungen teilen wir mit über 20.000 Menschen rund um den Globus. Bei TÜV Rheinland können Sie Ihr Wissen eigenverantwortlich einbringen und sich dabei persönlich immer weiter entwickeln. Wir sind ein Team aus hochqualifizierten Expertinnen und Experten, die sich verantwortungsvollen Herausforderungen stellen, um das Leben mit wertvollen Leistungen zu bereichern. Und wir alle lieben, was wir tun. Wenn auch Sie Ihre Talente sinnstiftend einbringen möchten, kommen Sie zu TÜV Rheinland. Nutzen wir diese vielfältigen Möglichkeiten und machen wir uns gemeinsam auf zu neuen Zielen. Deine Aufgaben * Sie überprüfen die Sicherheit der Systeme unserer Kunden im Rahmen von Penetration Testing mit qualifizierter Aussage zum Sicherheitsstan",stepstone
Trainee Security Operation Center (SOC) Engineer (m/w/d),vor 1 Tag,COMLINE Computer + Softwarelösungen SE,"Home -Office bundesweit, Düsseldorf, Berlin, München, Hamburg","COMLINE Computer + Softwarelösungen SE * Home -Office bundesweit, Düsseldorf, Berlin, München, Hamburg * Berufseinstieg/Trainee * Home Office möglich,Vollzeit - Unser wichtigstes Kapital sind unsere Mitarbeiter/innen. Durch unsere Teilnahme an GREAT PLACE TO WORK wissen wir, dass die Kolleginnen und Kollegen COMLINE als fair, nachhaltig, kompetent und innovativ beschreiben. Sie finden uns im Mittelstand, denn damit vereint COMLINE Sicherheit, Flexibilität und Schnelligkeit - für unsere aktuell ca. 500 Mitarbeiter/innen und unsere Kunden, die COMLINE rund um aktuelle IT Themen ihr Vertrauen schenken. Durch unsere Beratung und Dienstleistung mit den Themen Cloud Management, Microsoft, Automatisierung, IoT, SAP S/4 HANA oder Softwareentwicklung machen wir die IT unserer Kunden zukunftsfähig, damit sie ihrem Wettbewerb einen Schritt voraus sind.",stepstone
IT-Security Administrator/ IT-Security Engineer (m/w/d) - bis zu 100 % remote,vor 4 Tagen,DZ PRIVATBANK S.A.,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart",Data Loss Prevention o Email Security Infrastruktur,stepstone
Technischer Anwendungsberater (m/w/d) im Außendienst / Home-Office - Performance Chemicals,vor 4 Tagen,BCD Chemie GmbH,"Home Office, in Regionen:, Frankfurt am Main, Stuttgart, München, Bonn, Karlsruhe, Mannheim, Mainz","BCD Chemie GmbH * Feste Anstellung * Home Office möglich,Vollzeit - Unternehmensprofil Brenntag - ""Connectingchemistry"" weltweit - Brenntag ist der Weltmarktführer in der Distribution von Chemikalien und Inhaltsstoffen. Das in Deutschland ansässige internationale Unternehmen managt komplexe Lieferketten und erleichtert sowohl Herstellern als auch Nutzern von Chemikalien den Marktzugang zu tausenden von Produkten und Dienstleistungen. Es verbindet ein globales Netzwerk mit herausragender lokaler Ausführung. Damit ist Brenntag der effektivste und bevorzugte Partner der Branche – ganz im Sinne seiner Philosophie: „ConnectingChemistry“. Brenntag betreibt ein weltweites Netzwerk mit rund 700 Standorten in 78 Ländern. Mit mehr als 17.000 Mitarbeitern weltweit erzielte das Unternehmen einen Umsatz von 14,4 Mrd. Euro im Jahr 2021.",stepstone
