job_title,publish,company,city,description,link,website
Senior Business Analyst Markets (m/f/d),vor 2 Wochen,BestSecret Group,"Aschheim bei München, remote / Homeoffice","We are looking for you to join us as a senior business analyst, who will support the long-term success of Best Secret in the different regions by driving insights, planning, and forecasting our sales, building cases for investment decisions, providing data driven recommendations and bring transparency on the drivers. This is a high-impact, high-visibility role as an interface between the markets and the units (Demand, Convenience, Supply, Finance) that will have a direct influence on the day-to-day Best Secret's core consumer and ensure its continuing success. * Tracking the performance of the different markets and local market trends and monitoring of key KPIs to become the local customer advocate across the company. * Sup",https://www.stepstone.de/stellenangebote--Senior-Business-Analyst-Markets-m-f-d-Aschheim-bei-Muenchen-remote-Homeoffice-BestSecret-Group--8806309-inline.html,stepstone
Technical Business Analyst (m/w/d),vor 2 Wochen,AXA Konzern AG,deutschlandweit,"Eine Zertifizierung als BRE ist ebenfalls von Vorteil (CBAP®, CCBA®, CPRE oder Certified Business Architect (DVA) - Insurance Management)",https://www.stepstone.de/stellenangebote--Technical-Business-Analyst-m-w-d-deutschlandweit-AXA-Konzern-AG--8803444-inline.html,stepstone
Senior Digital Business Analyst (w/m/x),vor 2 Wochen,IBM iX,"Düsseldorf, Home-Office","Idealerweise hast du Erfahrung als Business Analyst/Consultant im Digital Business (z.B. eCommerce, CMS, PIM, DAM, SEO, Marketing) Unsere 1.200+ digitalen Expert*innen in DACH und Kroatien begleiten Menschen, Marken und Organisationen agil und kollaborativ: von der Analyse und Idee über -Case, Design-Vision und MVP-Entwicklung bis zu Roll-Out und Operations. Wir glauben „Good Experience is Good * Als integraler Bestandteil eines Projektteams evaluierst du in der Rolle eines Beraters/ digitale Strategien, die zum digitalen Erfolg deiner Kunden führen",https://www.stepstone.de/stellenangebote--Senior-Digital-Business-Analyst-w-m-x-Duesseldorf-Home-Office-IBM-iX--8808115-inline.html,stepstone
Web Analyst (d/m/w),vor 2 Tagen,Digital Masters GmbH,"Hamburg, Home-Office","Wir vereinen diese drei Kerndisziplinen im Online Business für kleine und große Kunden perfekt miteinander. Zur nächstmöglichen Unterstützung unseres Marketing-Teams suchen wir einen Web (m/w/d) in Vollzeit, gerne ab sofort.",https://www.stepstone.de/stellenangebote--Web-Analyst-d-m-w-Hamburg-Home-Office-Digital-Masters-GmbH--8846392-inline.html,stepstone
Platform Architect / Platform Analyst / Solution Consultant – ServiceNow (m/w/d),vor 1 Woche,SVA System Vertrieb Alexander GmbH,bundesweit,Zur Verstärkung unseres Teams suchen wir aktuell an einem unserer Standorte deutschlandweit einen Platform Architect / Platform / Solution Consultant – ServiceNow (m/w/d). * Strategische Entwicklung des Kunden bei Digitalisierungsprojekten durch Nutzung sämtlicher Möglichkeiten der ServiceNow-Plattform * Entwicklung von stabilem Lösungsdesign für mehrjährige Kundenprojekte in Abstimmung mit allen Stakeholdern / -Anforderungen,https://www.stepstone.de/stellenangebote--Platform-Architect-Platform-Analyst-Solution-Consultant-ServiceNow-m-w-d-bundesweit-SVA-System-Vertrieb-Alexander-GmbH--8826283-inline.html,stepstone
Sales Analyst / Fee Manager (m/w/d),vor 2 Wochen,TecAlliance GmbH,"Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office","TecAlliance GmbH * Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Become Part of a strong Alliance - Standort: Ismaning (bei München), Köln; Weikersheim (bei Würzburg), Teneriffa, Barcelona, Herleen, HomeOffice - Bei TecAlliance arbeiten Technologie- und Automobilspezialisten zusammen, um die Zukunft des Automobil-Aftermarket zu digitalisieren und zu gestalten. Als Full-Service-Anbieter von Daten, Diensten und Prozessen ist die TecAlliance Marktführer in Europa und baut diesen Vorsprung weltweit rasch aus. Wir verdanken unseren wachsenden Erfolg als die treibende Kraft hinter der Digitalisierung des gesamten Marktes einfachen Prinzipien wie Offenheit, Mut, Leidenschaft, Neugier, Uneigennützigkeit, Innovation, Inklusion und Integrität.",https://www.stepstone.de/stellenangebote--Sales-Analyst-Fee-Manager-m-w-d-Ismaning-bei-Muenchen-Koeln-Weikersheim-bei-Wuerzburg-Teneriffa-Barcelona-Heerlen-Home-Office-TecAlliance-GmbH--8806932-inline.html,stepstone
"Research Manager and Analyst (m/w/d) mit Schwerpunkt PLM, BIM und Fabrikplanung",vor 6 Tagen,CONTACT Software GmbH,"München, Augsburg, Ingolstadt oder im Home-Office in Bayern",Identifikation und Entwicklung von datengesteuerten Innovationen für Geschäftswachstum und durch Wertschöpfung durch Prozess- und Datenverständnis,https://www.stepstone.de/stellenangebote--Research-Manager-and-Analyst-m-w-d-mit-Schwerpunkt-PLM-BIM-und-Fabrikplanung-Muenchen-Augsburg-Ingolstadt-oder-im-Home-Office-in-Bayern-CONTACT-Software-GmbH--8870917-inline.html,stepstone
EDI-Analyst (m/w/d),vor 1 Woche,Willi Elbe Gelenkwellen GmbH & Co. KG,"Tamm, Pfedelbach, Rippershausen, Home-Office","bei der Willi Elbe Group in Tamm – als EDI-Analyst (m/w/d) – Standorte Tamm, Pfedelbach, Rippershausen oder Remote * Bachelor-Abschluss in Informatik, Informationstechnologie o. Ä. sowie mind. 5 Jahre Erfahrung als EDI-",https://www.stepstone.de/stellenangebote--EDI-Analyst-m-w-d-Tamm-Pfedelbach-Rippershausen-Home-Office-Willi-Elbe-Gelenkwellen-GmbH-Co-KG--8830104-inline.html,stepstone
Data Analyst (f/m/x),vor 1 Woche,Tourlane GmbH,"Home Office or Berlin, Germany","We have a unique market position, ambitious goals and we are looking for a Data Analyst to join our journey! You will determine the trends and demonstrate analytical, creative and innovative problem solving skills to recommend solutions based on insights * Have a strong mindset understanding stakeholder needs and being able to translate them into actions - understanding financial reporting is a plus.",https://www.stepstone.de/stellenangebote--Data-Analyst-f-m-x-Home-Office-or-Berlin-Germany-Tourlane-GmbH--8824576-inline.html,stepstone
(Senior) Consultant Vertrieb und CRM / Vertriebsanalyst (m/w/d),vor 1 Woche,Cintellic GmbH,bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, Data und Technology ein. * Mitarbeit in der führenden Beratung für CRM und digitales Kundenmanagement.",https://www.stepstone.de/stellenangebote--Senior-Consultant-Vertrieb-und-CRM-Vertriebsanalyst-m-w-d-bundesweit-Cintellic-GmbH--8762484-inline.html,stepstone
Senior Analyst (w/m/d),vor 2 Tagen,Bauer Media Group,Bundesweit,"Du konntest bereits Erfahrung im Umgang mit diversen Analysetools und Excel sammeln (z.B. Socialbakers / Emplify, Meltwater, Funnel.io, Talkwalker, Google Analytics, MS Power BI, Adverity, Facebook Manager und Werbekonten)",https://www.stepstone.de/stellenangebote--Senior-Analyst-w-m-d-Bundesweit-Bauer-Media-Group--8348536-inline.html,stepstone
(Senior) Data Analyst (w/m/d),vor 2 Tagen,Bauer Media Group,"Hamburg, Home-Office","As a member of our data organization, you will help business decision makers within the Bauer Xcel, one of Germanys biggest digital publishers to find data driven solutions to their problems. Your efforts will reveal invaluable and user insights, using data to help many from to product managers and our top management in making the right data driven decisions. * You will help stakeholders to answer questions using data * You will define KPIs for our and build monitoring solutions",https://www.stepstone.de/stellenangebote--Senior-Data-Analyst-w-m-d-Hamburg-Home-Office-Bauer-Media-Group--8898738-inline.html,stepstone
Senior Business Intelligence Consultant*,vor 2 Wochen,Bissantz & Company GmbH,"Nürnberg, Hamburg, Home-Office","Dann bewerben Sie sich jetzt und bereichern Sie als begeisterter Datenanalyst* unser Team von erfahrenen Spitzenkräften! Unser Hauptprodukt DeltaMaster ist eine integrierte -Intelligence-Lösung für Analyse, Planung und Reporting in Großunternehmen wie im gehobenen Mittelstand. Zur Verstärkung unseres Consulting-Teams suchen wir Sie als einen Senior Intelligence Consultant*. In dieser Rolle sind Sie für die Leitung und gemeinsam mit dem Projektteam für die Realisierung von individuellen Kundenprojekten im Intelligence Umfeld verantwortlich.",https://www.stepstone.de/stellenangebote--Senior-Business-Intelligence-Consultant-Nuernberg-Hamburg-Home-Office-Bissantz-Company-GmbH--8139029-inline.html,stepstone
Senior Product Analyst,vor 1 Woche,MessageBird GmbH,bundesweit,"Balance technical skills, communication and business . Our cloud communications solutions make it possible for over 25,000 to instantly connect with billions of devices worldwide, allowing them to speak with their customers in the same ways they talk to their friends. * Collaborate with Data and to help define clear, trustworthy, optimized data sources of truth by understanding the logic and anomalies. * Learn from hundreds of the best minds in the",https://www.stepstone.de/stellenangebote--Senior-Product-Analyst-bundesweit-MessageBird-GmbH--8071986-inline.html,stepstone
Analytics Lead - Business intelligence,vor 2 Wochen,SumUp Services GmbH,bundesweit,"Small business owners are at the heart of all we do, so we're creating tools that help them run their As a Analytics Lead, you will be part of the Data Intelligence team who focuses on steering SumUps overarching strategy. This is a chance to work with senior leadership throughout the to create impact globally and enable SumUppers to be even more data-informed! You'll have high visibility across all levels of the and a chance to drive our analytics strategy, data governance, and global reporting strategy at the company level. If you have a passion for finding insights in data that deliver real value, then this Analytics Lead opportunity could be for you! * Build, develop, and grow within the da",https://www.stepstone.de/stellenangebote--Analytics-Lead-Business-intelligence-bundesweit-SumUp-Services-GmbH--8068000-inline.html,stepstone
SAP Inhouse Consultant Materials Management (MM) (m/w/d),vor 1 Woche,Chemische Fabrik Budenheim KG,"Budenheim, Home-Office",Aktiver Partner für die Gestaltung neuer Prozesse zusammen mit dem Team der Business Analysten,https://www.stepstone.de/stellenangebote--SAP-Inhouse-Consultant-Materials-Management-MM-m-w-d-Budenheim-Home-Office-Chemische-Fabrik-Budenheim-KG--7917713-inline.html,stepstone
Softwareentwickler EDI / EAI (m/w/d),vor 1 Woche,Hellmann Worldwide Logistics SE & Co. KG,"Osnabrück, Home Office",Enge Zusammenarbeit mit den Business Analyst*innen und Produkt Owner*innen sowie den Entwicklungsteams der Hellmann Produktionssysteme * Von Vorteil sind Erfahrungen in der Entwicklung von Software,https://www.stepstone.de/stellenangebote--Softwareentwickler-EDI-EAI-m-w-d-Osnabrueck-Home-Office-Hellmann-Worldwide-Logistics-SE-Co-KG--8510558-inline.html,stepstone
Junior Berater (m/w/d) für Software & Digitalisierung,vor 2 Wochen,ReqPOOL Deutschland GmbH,"Berlin, München, Stuttgart, Frankfurt am Main, Hamburg, Hannover, Köln, Leipzig (Home Office)",Als Junior Berater (interne Bez.: Business Analyst) (m/w/d) wirkst du bei genau definierten Projektaufgaben in unseren abwechslungsreichen Software-Digitalisierungsprojekten mit.,https://www.stepstone.de/stellenangebote--Junior-Berater-m-w-d-fuer-Software-Digitalisierung-Berlin-Muenchen-Stuttgart-Frankfurt-am-Main-Hamburg-Hannover-Koeln-Leipzig-Home-Office-ReqPOOL-Deutschland-GmbH--8619439-inline.html,stepstone
DevOps Spezialist | Platform Engineer | Team Artikeleinsatzfähigkeit | REMOTE (w/m/d),vor 1 Woche,Otto (GmbH & Co KG),deutschlandweit,"Es erwartet dich ein Team aus drei Entwicklern, einer Product Ownerin, einer Business Analystin, einem DevOps Engineer, einem UX-Designer sowie einer Agile Masterin.",https://www.stepstone.de/stellenangebote--DevOps-Spezialist-Platform-Engineer-Team-Artikeleinsatzfaehigkeit-REMOTE-w-m-d-deutschlandweit-Otto-GmbH-Co-KG--7971989-inline.html,stepstone
(Junior) Product Manager (f/d/m),vor 1 Woche,USU Technologies GmbH,"Home-Office, Aachen, Bonn, Karlsruhe, Köln, Leinfelden-Echterdingen, Marburg, Möglingen, München","Analyzing the market and analyst's feedback * Education or degree in business studies, computer science or similar qualifications * High customer-orientation and acumen",https://www.stepstone.de/stellenangebote--Junior-Product-Manager-f-d-m-Home-Office-Aachen-Bonn-Karlsruhe-Koeln-Leinfelden-Echterdingen-Marburg-Moeglingen-Muenchen-USU-Technologies-GmbH--8869751-inline.html,stepstone
Teamleiter*in Financial Planning & Analysis,vor 15 Stunden,GFT Technologies SE,"St. Georgen, Home-Office","GFT Technologies SE - Teamleiter*in Financial Planning & Analysis * St. Georgen, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Big enough to deliver, small enough to care. Dieses Motto gilt nicht nur für unsere Projekte, sondern auch für die Arbeit bei GFT. Wir bieten die Vorteile eines weltweit agierenden Konzerns, kombiniert mit den Vorzügen eines Mittelständlers. Solide finanziert, seit über 30 Jahren in Familienhand und immer unsere einzelnen Mitarbeiter im Blick. Gleichzeitig bieten wir ein sehr internationales Umfeld, die Möglichkeit im Ausland zu arbeiten und das Knowhow von über 9.000 Kolleginnen und Kollegen. Werteorientiertes und gemeinschaftliches Arbeiten sind für uns keine Phrasen, sondern gelebte Praxis. Dies verbindet unsere Mitarbeiter/innen weltweit und legt den Grundstein für unsere erfolgreiche Arbeit und ein einmaliges Wir-Gefühl.",https://www.stepstone.de/stellenangebote--Teamleiterin-Financial-Planning-Analysis-St-Georgen-Home-Office-GFT-Technologies-SE--8856546-inline.html,stepstone
Manager/Teamlead SAP FPSL (all genders) für die adesso orange AG,vor 1 Woche,adesso orange AG,deutschlandweit,"Innerhalb der Projekte arbeitest du mit Kundinnen und Kunden, der Fach- und IT-Seite als auch mit und sowie Entwicklerinnen und Entwicklern im Projekt zusammen.",https://www.stepstone.de/stellenangebote--Manager-Teamlead-SAP-FPSL-all-genders-fuer-die-adesso-orange-AG-deutschlandweit-adesso-orange-AG--7850853-inline.html,stepstone
(Senior) Project Manager (m/w/d) im Bereich E-Commerce,vor 3 Wochen,best it AG,"Amstetten, Berlin, Köln, Velen, Home-Office","Du arbeitest eng mit Deinem Projekt-Team (Developer, Solution Architecten, Business Analysten, UX-Designer) und ggf. Deinem Tandempartner zusammen",https://www.stepstone.de/stellenangebote--Senior-Project-Manager-m-w-d-im-Bereich-E-Commerce-Amstetten-Berlin-Koeln-Velen-Home-Office-best-it-AG--7825221-inline.html,stepstone
Prozessmanager*in Datenbanken und Daten mit Schwerpunkt Projektentwicklung,vor 1 Woche,ENERTRAG Aktiengesellschaft,"Berlin, Homeoffice","ENERTRAG Aktiengesellschaft * Berlin, Homeoffice * Feste Anstellung * Home Office möglich,Vollzeit - Über uns - ENERTRAG erbringt alle Dienstleistungen rund um erneuerbare Energien. Wir führen Strom, Wärme und Mobilität in allen Lebensbereichen effizient zusammen. Mit über zwei Jahrzehnten Erfahrung in Europa vereinen unsere über 800 Mitarbeiter alle Kompetenzen, die für erfolgreichen Betrieb und effiziente Instandhaltung, für eine bürgernahe Planung, zuverlässigen Bau von Energieanlagen und Netzen bis hin zu kompletten Verbundkraftwerken erforderlich sind. Wir sind immer eine Energie voraus – sei es bei Sektorkopplung, Beteiligungsmodellen oder bedarfsgerechter Nachtkennzeichnung. Für unseren Standort in Berlin suchen wir Dich in Vollzeit als Prozessmanager*in Datenbanken und Daten mit Schwerpunkt Projektentwicklung. Deine Aufgaben",https://www.stepstone.de/stellenangebote--Prozessmanagerin-Datenbanken-und-Daten-mit-Schwerpunkt-Projektentwicklung-Berlin-Homeoffice-ENERTRAG-Aktiengesellschaft--8866291-inline.html,stepstone
Head of Security Operations (SOC) (m/w/d),vor 4 Wochen,Claranet GmbH,"Home-Office, Frankfurt am Main","Gebildet wurde der Bereich aus den vereinten Kräften von NotSoSecure, der UK Security Business Unit (früher bekannt als Sec-1), und aus Einheiten in Frankreich und Portugal. * Etablierung einer fachlichen Laufbahn für SOC bis auf Tier-Level 3 * Mindestens 3 Jahre Erfahrung als SOC Engineer/ und/oder nachweisliche SIEM-Erfahrung wünschenswert",https://www.stepstone.de/stellenangebote--Head-of-Security-Operations-SOC-m-w-d-Home-Office-Frankfurt-am-Main-Claranet-GmbH--8702701-inline.html,stepstone
IT Business Analyst (m/w/d),05.11.2022,Goldbeck GmbH,Bielefeld,"Sie bilden die Schnittstelle zu unseren internen Fachbereichen und unterstützen bei der Auswahl und Einführung von IT-Lösungen Als primärer Ansprechpartner erstellen Sie Konzepte, modellieren Prozesse und klären fachliche Anforderungen in enger Zusammenarbeit mit den Fachbereichen Mit Ihrem Blick fürs Ganze fördern Sie den Einsatz neuer Technologien und prägen IT gestützte Prozesse der Fachbereiche Sie nehmen bei fachbereichsbezogenen Projekten mit agilen Projektteams eine wesentliche Rolle ein Die Steuerung externer Dienstleister liegt in Ihrer Verantwortung",https://www.jobware.de/job/it-business-analyst-m-w-d.995450665.html,jobware
Business Analyst (m/w/d) Production,30.10.2022,Goldbeck GmbH,Bielefeld,Analyse von Geschäftsprozessen Aufnahme und Bewertung der Anforderungen aus dem Produktionsfachbereich Feinblech Erarbeitung von pragmatischen Lösungskonzepten in Verbindung mit den Produktionstools und dem eingesetztem ERP-System Identifikation von Optimierungspotenzialen und Ableitung von Lösungsvorschlägen Begleitung der Maßnahmenumsetzung in Zusammenarbeit mit der Softwareentwicklung und dem Fachbereich Eigenständige Systemparametrisierung sowie bedarfsspezifisches Customizing des eingesetzten Produktionstools Betreuung und Überwachung vorhandener Schnittstellen Durchführung von Schulungen innerhalb des Fachbereiches,https://www.jobware.de/job/business-analyst-m-w-d-production.963468035.html,jobware
Business Analyst:in / Business Versteher:in,28.10.2022,viadee Unternehmensberatung AG,"Münster, Dortmund oder Köln","Umschwung begleiten: Die Digitalisierung wirbelt durch die Wirtschaft & Industrie. Durch deine Analyse komplexer fachlicher Anforderungen und deren Transformation in Spezifikationen für die Softwareentwicklung oder das Business Process Management, hilfst du unseren Kunden auf Kurs zu bleiben. Wandel gestalten: In langfristigen Kundenbeziehungen begleitest du ein Projekt von der Idee über die Umsetzung bis zum praktischen Einsatz und erzeugst so eine spürbare Veränderung. Abwechslung erleben: Du denkst nicht nur in fachlichen Domänen, sondern auch in technischen Lösungen und vermittelst hier den idealen Weg. Früher Geek, heute Trendsetter:in: In unserem F&E-Bereich kannst du neueste Methoden und Themen erproben und vorantreiben, die heute schon das Morgen denken - immer am Puls der Zeit. Früher Kumpels und ICQ, heute Kunde und Daily: Du begleitest anspruchsvolle Kundenprojekte im klassischen und agilen Umfeld in unterschiedlichen Rollen.",https://www.jobware.de/job/business-analyst-in-business-versteher-in.975078815.html,jobware
Business Analyst Provision-Softwareanwendung (m/w/d),28.10.2022,Finanz Informatik GmbH & Co. KG,"Hannover, Frankfurt am Main, Münster","Weiterentwicklung und Betreuung der Provisionsanwendung Landesbausparkassen Standortübergreifende Projektarbeit: Erstellung der Projektmanagement-Dokumente, insbesondere der Fachkonzepte, Release- und Produktinformationen sowie Handbücher Beratung unserer internen sowie externen Kunden, Gremienmitgliedern und anderen Produktverantwortlichen, Fachabteilungen Durchführung von Testaktivitäten, Qualitätssicherungen und Begleitung des Produktionseinsatzes von neuen und geänderten Programmen Fachliche Supportbetreuung des Produktes Provision sowie Last-Level-Support für die in der Abteilung entwickelten und verantworteten Komponenten Unterstützung bei der Analyse, Beratung und Lösung von Kundenanfragen, Problemen und Störungen für den genannten Themenbereich zusammen Koordination, Steuerung, Verfolgen und Eskalieren weitergeleiteter Störmeldungen oder Anfragen im Bereich der Anwendung Provision Begleitung von Release-Einsätzen, Jahresabschlüssen, Fusions- und Einführungsprojekten beim Kunden",https://www.jobware.de/job/business-analyst-provision-softwareanwendung-m-w-d.960970625.html,jobware
Inhouse-Consultant / Business-Analyst / IT-Koordinator (w/m/d),04.11.2022,Kommunale Versorgungskassen Westfalen-Lippe,Münster,Erstellen von Fach- und Testkonzepten Analyse und Modellierung von Geschäftsprozessen Analyse und Qualitätssicherung des Datenbestandes Organisation und Leitung von Arbeitsgruppen Durchführung von Schulungsmaßnahmen Erstellen von Arbeitsanweisungen für den Fachbereich Betreuung von Anwendern:innen Mitarbeit in überregionalen Arbeitsgruppen Diese Aufgaben werden in Form von Projektarbeit gemäß dem Projektleitfaden der kvw durchgeführt.,https://www.jobware.de/job/inhouse-consultant-business-analyst-it-koordinator-w-m-d.809783125.html,jobware
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),vor 3 Tagen,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,"Erstellung von Auswertungen, Analysen, Berichten und Planungen Bedienung und Weiterentwicklung bestehender KPIs Zentraler Ansprechpartner für die Entwicklung unternehmensweiter Standardberichte und Dashboards Analyse der Geschäftsanforderungen der weltweiten internen Kunden Erstellung passgenauer technischer BI-Konzepte und deren Umsetzung mithilfe modernster BI-Technologien Durchführung von Marktbeobachtungen und Verfolgung aktueller Trends im BI- und Advanced-Analytics-Umfeld Enge Zusammenarbeit mit den Fachbereichen, um die Berichtslandschaft weiterzuentwickeln und zu administrieren",https://www.jobware.de/job/it-inhouse-consultant-business-intelligence-data-analyst-m-w-d.1010321955.html,jobware
"Mitarbeiter:in (w/m/d) für den Sachbereich ""Anwendungsbereitstellung"" im Referat ""kvw-Informationstechnologie""",vor 3 Tagen,Kommunale Versorgungskassen Westfalen-Lippe,Münster,"Design, Implementierung, Wartung und Weiterentwicklung von Individualsoftware Durchführung von Entwicklungs- und Integrationstests Dokumentation und Produkteinführung Konfiguration und Customizing von Standardsoftware und Integration in die bestehende Anwendungslandschaft Unterstützung der IT-Koordinator:innen in den Fachbereichen bei der Planung von Software-Entwicklungsprojekten sowie der Spezifizierung von Anforderungen und Modellierung von Geschäftsprozessen Die Neu- und Weiterentwicklung von Software erfolgt grundsätzlich in Projekten. Dabei ist die Form der Mitarbeit, insbesondere die Leitung von Entwicklungsprojekten, abhängig von der Berufserfahrung.",https://www.jobware.de/job/mitarbeiter-in-w-m-d-fuer-den-sachbereich-anwendungsbereitstellung-im-referat-kvw-informationstechnologie.1010281805.html,jobware
Requirements Engineer im Einwohnermeldewesen (m/w/d),27.10.2022,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),verschiedene Standorte,"Du gestaltest Software in einem interaktiven Prozess mit Entwicklern im agilen Umfeld Du erstellst Spezifikationen zur Gestaltung einer benutzerfreundlichen Software Du verstehst die Bedürfnisse unserer Kunden und ermittelst die Anfor­derungen an unsere Anwendungen Du bist Teil des Kompetenzcenters und kannst alle fachlichen Fragen rund um das Einwohnermeldewesen beantworten Du tauschst Dich mit den am Entwicklungsprozess beteiligten Teams hin­sicht­lich fachlicher Anforderungen aus Du bist die Drehscheibe zwischen den Anforderungen unserer Kunden, des Gesetzgebers und der Software-Entwicklung Du entwickelst interne Standards zum Requirements Engineering weiter Du unterstützt den 3rd-Level-Support mit fachlichem Input",https://www.jobware.de/job/requirements-engineer-im-einwohnermeldewesen-m-w-d.1001134425.html,jobware
Mitarbeiter (m/w/d) im Außendienst,05.11.2022,paper design gmbh,verschiedene Vertriebsgebiete,Eigenständige Betreuung des Vertriebsgebietes inkl. Tourenplanung Bestellaufnahme und Regalservice bei einem festen Kundenstamm Sortimentspflege Regelmäßiges Reporting an die Vertriebsleitung,https://www.jobware.de/job/mitarbeiter-m-w-d-im-aussendienst.995575275.html,jobware
Teamleiter (m/w/d) Data Services,27.10.2022,Goldbeck GmbH,Bielefeld,"Fachliche Führung sowie Weiterentwicklung eines Data Service Teams Verantwortung über die Weiterentwicklung der intern übergreifenden Datenstrategie und Data Governance im Kontext datengetriebener Analytics-Vorhaben im Business Intelligence und Data Science Umfeld Leitung von Analyse-, Strategie-, und Implementierungsprojekten (z.B. Aufbau und Weiterentwicklung cloudbasierter Datawarehouse-Lösungen) Durchführung von Innovations- und Anforderungsworkshops Aktives Management der internen Stakeholder Überwachung, Bewertung und Adaption aktueller Trends",https://www.jobware.de/job/teamleiter-m-w-d-data-services.1000714785.html,jobware
Head (m/w/d) System Engineering - Automation,23.10.2022,über eTec Consult GmbH,Nordrhein-Westfalen,"Aufbau und Etablierung der Abteilung »Systems Engineering & Architecture« als Center of Competence innerhalb des Entwicklungsbereichs Transformation der Entwicklungsprozesse in Richtung agiler Strukturen, Continuous Deployment und Model-Based Systems Engineering (MBSE) Disziplinarische Führung, Entwicklung und Coaching von ca. 10-15 Mitarbeitern, Tendenz steigend Verantwortung für Requirements Engineering sowie die Konzeption der System- und Softwarearchitektur anspruchsvoller Automatisierungssysteme Definition, Umsetzung und Weiterentwicklung der notwendigen Prozesse Enge Zusammenarbeit mit dem Produktmanagement in der Analyse von Business Cases sowie Ableitung der Systemanforderungen End-to-End-verantwortung für den Planungsprozess der Entwicklungsprojekte",https://www.jobware.de/job/head-m-w-d-system-engineering-automation.917485315.html,jobware
Ausbildung - Duales Studium Wirtschaftsinformatik - Digital Business (B.Sc.) (m/w/d),26.03.2022,Hochschule für angewandtes Management GmbH,Unna,"Duales Studium an der HAM. Du kannst Online-Shops programmieren , die Seiten für Suchmaschinen optimieren und Schnittstellen zu Bezahlsystemen herstellen. Du kannst den Kundenservice digital transformieren - sei es auf AI basierenden Chatbots oder einer Zusammenarbeit via Cloud-Computing-Strukturen . Du kannst Algorithmen für Such- und Empfehlungssysteme entwickeln und technisch implementieren. Du kannst ERP-Software bedienen und wichtige Ressourcen wie Personal, Kapital und Informationstechnik planen, gestalten und steuern. Und vieles mehr...",https://www.jobware.de/job/ausbildung-duales-studium-wirtschaftsinformatik-digital-business-b-sc-m-w-d.812552235.html,jobware
Business Analyst (M/W/D),1 hafta önce,Positive Thinking Company,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-at-positive-thinking-company-3335747442?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=UKU7qyO0ffwm1mmDQFRDHA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Junior Business Analyst (w/m/d) Marketplace,2 hafta önce,Kaufland e-commerce,Langenberg,,https://de.linkedin.com/jobs/view/junior-business-analyst-w-m-d-marketplace-at-kaufland-e-commerce-3329388767?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=IwpgkpXV%2B4h6g6IWJl%2FqBA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Data / Business Analyst (m/w/d),3 hafta önce,Dr. Wolff Group,Bielefeld,,https://de.linkedin.com/jobs/view/data-business-analyst-m-w-d-at-dr-wolff-group-3317015145?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=XiStUA4X27pk36OglqWR5A%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Senior Business Analyst - Customer Experience Remote (m/w/d),3 hafta önce,NEOMATIC AG,Bielefeld,,https://de.linkedin.com/jobs/view/senior-business-analyst-customer-experience-remote-m-w-d-at-neomat%C4%B1c-ag-3322743900?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=nRwtjYH%2FjjR1oK23NS2AUw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Solution Analyst (m/f/d),1 ay önce,Infopulse,Bielefeld,,https://de.linkedin.com/jobs/view/business-solution-analyst-m-f-d-at-%C4%B1nfopulse-3331820310?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=hyxTdF%2BzqujTP5a8DmxExw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst (m/w/d) Parts Reporting & Analytics,1 ay önce,CLAAS,Hamm,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-parts-reporting-analytics-at-claas-3283386858?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=aDQ2%2FS4kvRKIoziH03WfdQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
