job_title,publish,company,city,description,link,website
Business Analyst (m/w/d) Production,1 ay önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-production-at-goldbeck-3267568299?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=T%2BrOvVs9P%2FUjxrAKghcGvQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
(Senior) Business Analyst (m/w/d),3 ay önce,Arvato Systems,Bielefeld,,https://de.linkedin.com/jobs/view/senior-business-analyst-m-w-d-at-arvato-systems-3240346456?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=BwktTnpuVGt2PgiFp3ZpgA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Business Analyst (m/w/d),2 hafta önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-business-analyst-m-w-d-at-goldbeck-3313320604?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=pko2V7NsvbbwIZrM0JyhiQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Financial Business Analyst m/w/d,2 gün önce,AÜG Personallösungen GmbH,Paderborn,,https://de.linkedin.com/jobs/view/financial-business-analyst-m-w-d-at-a%C3%BCg-personall%C3%B6sungen-gmbh-3354686445?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=znD1NIkqRTStcBawVXzAqg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Senior Business Process Analyst,1 gün önce,Diebold Nixdorf,Kreis Paderborn,,https://de.linkedin.com/jobs/view/senior-business-process-analyst-at-diebold-nixdorf-3348231706?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=FUqziWRpMPKy8NBuEQ1esQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Advanced Business Process Analyst,3 gün önce,Diebold Nixdorf,Paderborn,,https://de.linkedin.com/jobs/view/advanced-business-process-analyst-at-diebold-nixdorf-3344084823?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=uJvKDIpA%2BjEEHTvTISwOgw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),1 ay önce,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-%C4%B1nhouse-consultant-business-%C4%B1ntelligence-data-analyst-m-w-d-at-wilhelm-b%C3%B6llhoff-gmbh-co-kg-3348312205?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=a%2FPygMSTea5zpz0fqF7CiA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst für die Firmenkundenberatung - Remote (m/w/d),2 hafta önce,PINK Personalmanagement GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/marketing-analyst-m-w-d-at-p%C4%B1nk-personalmanagement-gmbh-3331112928?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=RciaiH7Oz9iVCFAcwyNZRw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Marketing Analyst (m/w/d),1 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-requirements-engineer-%C4%B1t-anforderungsmanager-at-sutsche-gmbh-3336108627?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=LhZ8%2FhNtVFtKG8zrWjdfWQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst - Requirements Engineer - IT Anforderungsmanager,2 hafta önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-business-analyst-m-w-d-at-goldbeck-3325437375?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=%2BjnFU2mE%2Beq2Y%2BsPm4PHsQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Business Analyst (m/w/d),1 ay önce,sysberry-absc GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-datenmodellierung-%C4%B1t-m-w-d-at-sysberry-absc-gmbh-3345722963?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=k3U54vvs%2BTxDxUO2T9%2BEXA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst - Datenmodellierung / IT (m/w/d),1 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-development-manager-at-sutsche-gmbh-3339271184?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=sooM%2FdLb2Rs7auwZBp%2FQkA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Development Manager,3 ay önce,Beckmann & Partner CONSULT,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-osplus-prozess-und-berechtigungsmanagement-m-w-d-business-analysis-system-engineering-admin-%C4%B1ngenieur-at-beckmann-partner-consult-3217784050?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=flpUFsiW6yD5Npsktxv5FQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
"Business Analyst OSPlus , Prozess- und Berechtigungsmanagement (m/w/d) - Business Analysis, System Engineering / Admin, Ingenieur",3 hafta önce,Parker Hannifin,Bielefeld,,https://de.linkedin.com/jobs/view/dual-studierende-m-w-d-betriebswirtschaftslehre-b-a-at-parker-hannifin-3324064671?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=mm7cjoOcbTRhclL%2BM1cCfA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Dual Studierende (m/w/d) Betriebswirtschaftslehre (B.A.),2 ay önce,KATAG AG,Bielefeld,,https://de.linkedin.com/jobs/view/duales-studium-b-a-bwl-handel-fashionmanagement-m-w-d-at-katag-ag-3274830836?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=d0Rl4CAtBFEcw9xNNEXQ0A%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Duales Studium B.A. BWL Handel (Fashionmanagement)(m/w/d),2 gün önce,CGI,Bielefeld,,https://de.linkedin.com/jobs/view/salesforce-berater-in-m-w-d-at-cg%C4%B1-3350570002?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=UvFVPwU1VObv8Cb1W6Cbzw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Salesforce Berater*in (m/w/d),2 hafta önce,mindsquare AG,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-abschlussarbeit-im-bereich-%C4%B1t-security-marktanalyse-%C4%B1t-security-services-in-deutschland-business-analysis-%C4%B1t-security-%C4%B1ngenieur-at-mindsquare-ag-2918918135?refId=%2BoHJL8%2B7MRqqw9BmZ8PKbg%3D%3D&trackingId=4gOL6kedtxhEpawa%2Fw9peQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Sozialpädagog*in B.A. / Heilpädagog*in (m/w/d) oder mit vergleichbarem Abschluss (HR),9 ay önce,PwC Deutschland,Ahlen,,https://de.linkedin.com/jobs/view/senior-consultant-transfer-pricing-english-speaking-teilzeit-vollzeit-w-m-d-at-pwc-deutschland-3168510264?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=Q6sK2ugjXl9mj1pxua80Fg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
"IT Abschlussarbeit im Bereich IT-Security: Marktanalyse IT Security Services in Deutschland - Business Analysis, IT-Security, Ingenieur",1 hafta önce,WG-DATA GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-projektmanager-in-einer-unternehmensberatung-m-w-d-at-wg-data-gmbh-3324295120?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=1s7ASIkwTIiOv5%2BQNbkPsg%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
(Senior) Consultant Transfer Pricing - english speaking Teilzeit/Vollzeit (w/m/d),2 hafta önce,Kinderkrippe Gärtnerhaus,Bielefeld,,https://de.linkedin.com/jobs/view/sozialarbeiter-sozialp%C3%A4dagogen-m-w-d-diplom-m-a-oder-b-a-at-kinderkrippe-g%C3%A4rtnerhaus-3343919764?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=FhDRYHnm%2FDp3GPYbTkxZyQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
IT Projektmanager in einer Unternehmensberatung (m/w/d),6 gün önce,CGI,Bielefeld,,https://de.linkedin.com/jobs/view/salesforce-solution-architekt-in-m-w-d-at-cg%C4%B1-3195591511?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=nVlVnQPeDxAxAn%2BVPeCBUA%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
"Sozialarbeiter, Sozialpädagogen (m/w/d) (Diplom, M.A. oder B.A.)",5 gün önce,KPMG Deutschland,Paderborn,,https://de.linkedin.com/jobs/view/praktikum-w-m-d-crm-und-softwareentwicklung-at-kpmg-deutschland-3316863345?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=qjKXgHAuHQtrsPJ4CLkYLw%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
Salesforce Solution Architekt*in (m/w/d),3 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-berater-und-consultant-f%C3%BCr-cms-und-digitalprojekte-at-sutsche-gmbh-3330793734?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=mrkDHggrmi0iVMWkNcIoUQ%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
Praktikum (w/m/d) CRM und Softwareentwicklung,1 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/projektleiter-product-owner-cms-und-digitalprojekte-at-sutsche-gmbh-3349758035?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=Zjf0Xr%2BnjMrdGLvWWT261Q%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
IT Berater und Consultant für CMS und Digitalprojekte,3 hafta önce,KPMG Deutschland,Bielefeld,,https://de.linkedin.com/jobs/view/werkstudent-w-m-d-crm-und-softwareentwicklung-at-kpmg-deutschland-3325880299?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=i5g%2FcGDvVB2PQKdXwyQqyw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
Projektleiter & Product Owner - CMS und Digitalprojekte,5 gün önce,CGI,Bielefeld,,https://de.linkedin.com/jobs/view/salesforce-entwickler-in-m-w-d-at-cg%C4%B1-3195596140?refId=mAhP6EH5O7TXPmIwZqetZg%3D%3D&trackingId=nTVFp%2BF9uLXDrDEyBMbcFQ%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
Werkstudent (w/m/d) CRM und Softwareentwicklung,,,Bielefeld,,,linkedin
Salesforce Entwickler*in (m/w/d),,,Bielefeld,,,linkedin
