job_title,publish,company,city,description,link,website,date,search_title
Data Analyst / Scientist (m/w/d),vor 2 Tagen,eWolff GmbH,Bielefeld,"Finde Deine Rolle und verstärke unser Team Data Analytics als Data Analyst / Scientist (m/w/d) Data-Driven? * Science, BWL/VWL, MINT oder ähnliches studiert",https://www.stepstone.de/stellenangebote--Data-Analyst-Scientist-m-w-d-Bielefeld-eWolff-GmbH--8228787-inline.html,stepstone,2022-11-15,Data_Scientist
Data Scientist (m/w/d),vor 1 Woche,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München","CONTACT Software GmbH * Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München * Feste Anstellung * Home Office möglich,Vollzeit - CONTACT Software verbindet Menschen, Unternehmen und Systeme - Als führender Softwarehersteller für innovative Produktentstehungsprozesse und die digitale Transformation haben wir einen modularen Software-Baukasten auf Basis einer offenen Technologieplattform geschaffen, mit dem unsere weltweiten Kunden als internationale Marktführer ihre Produktdaten in agilen Prozessen und kollaborativen Projekten effizienter nutzen. Seit über 30 Jahren entwickeln und implementieren wir smarte Softwarelösungen, die moderne IT-Systeme mit dem Internet der Dinge (IoT) verbinden. Mehr als 350 kreative Köpfe an über zehn Standorten und ein internationales Partnernetzwerk arbeiten täglich daran, unsere Angebote und",https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Home-Office-oder-Bremen-Berlin-Paderborn-Duisburg-Koeln-Frankfurt-Karlsruhe-Augsburg-Muenchen-CONTACT-Software-GmbH--8869313-inline.html,stepstone,2022-11-15,Data_Scientist
Data Scientist / Analyst - Web (m/w/d),vor 1 Woche,Neue Westfälische GmbH & Co. KG,Bielefeld,Wir suchen nach einem Data Analyst/Data Scientist (m/w/d) mit dem Fokus auf unsere Website.,https://www.stepstone.de/stellenangebote--Data-Scientist-Analyst-Web-m-w-d-Bielefeld-Neue-Westfaelische-GmbH-Co-KG--8866842-inline.html,stepstone,2022-11-15,Data_Scientist
Data Scientist (m/w/d),vor 2 Wochen,FERCHAU GmbH,Bielefeld,"Planung, Konzeption, Umsetzung und Wartung von Lösungen in den Bereichen Big Data und Data Science",https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Bielefeld-FERCHAU-GmbH--7838347-inline.html,stepstone,2022-11-15,Data_Scientist
Software Entwickler * IIoT Services,vor 3 Wochen,Weidmüller Gruppe,Paderborn,"Eigenverantwortliche Mitarbeit in einem agilen Softwareentwicklungsprozess und in enger Zusammenarbeit mit Frontend-Entwicklern *, UX-Designern *, und Applikations-Ingenieuren *",https://www.stepstone.de/stellenangebote--Software-Entwickler-IIoT-Services-Paderborn-Weidmueller-Gruppe--8078081-inline.html,stepstone,2022-11-15,Data_Scientist
(Senior) Key Expert* IIoT & Data Science,vor 1 Woche,HARTING Stiftung & Co. KG,Espelkamp in der Region Bielefeld,"(Senior) Key Expert* IIoT & Data Science - The Senior Key Expert for IIoT & Data Science will drive the topic of the industrial internet of things and related science to push advanced connectivity for IIoT applications and deliver the technologies to accomplish -driven business models. * Represent the topics of IIoT and science as a designated expert and contact person * Expert knowledge in most of the following scientific areas: cloud infrastructure, structures, understanding and application of artificial intelligence and algorithms, digital twin, digital services, common digital exchange formats, programming languages and frameworks * Technology enthusiasm, curiosity about IIoT and science as well as interest in adjacent tech",https://www.stepstone.de/stellenangebote--Senior-Key-Expert-IIoT-Data-Science-Espelkamp-in-der-Region-Bielefeld-HARTING-Stiftung-Co-KG--8837269-inline.html,stepstone,2022-11-15,Data_Scientist
Lighting Modules Technology & Portfolio Engineer (m/f/d),vor 4 Tagen,HELLA Gruppe,Lippstadt,"HELLA Gruppe - Lighting Modules Technology & Portfolio Engineer (m/f/d) * Lippstadt * Feste Anstellung * Home Office möglich,Vollzeit - HELLA GmbH & Co. KGaA - HELLA is a listed, internationally positioned automotive supplier operating under the umbrella brand FORVIA. Within this de facto group, HELLA stands for high-performance lighting technology and automotive electronics. At the same time, the Company covers a broad service and product portfolio for the spare parts and workshop business as wellacturers of special-purpose vehicles with its Lifecycle Solutions business group. HELLA has around 36,000 employees at more than 125 locations worldwide and generated consolidated sales of € 6.3 billion in the fiscal year 2021/2022. As a Lighting Modules Technology & Portfolio Engineer in the Business Group Lighting you are the engineering pioneer for the future of lighting",https://www.stepstone.de/stellenangebote--Lighting-Modules-Technology-Portfolio-Engineer-m-f-d-Lippstadt-HELLA-Gruppe--8911467-inline.html,stepstone,2022-11-15,Data_Scientist
(Senior) Consultant Data Analytics – Public Sector und Energy Consulting (w/m/d),vor 5 Tagen,PwC,"Bielefeld, Düsseldorf, Frankfurt a. M., Hannover, Köln","Dein Studium hast du erfolgreich abgeschlossen und bringst erste Berufserfahrung in den Bereichen Reporting, Controlling und Analytics mit.",https://www.stepstone.de/stellenangebote--Senior-Consultant-Data-Analytics-Public-Sector-und-Energy-Consulting-w-m-d-Bielefeld-Duesseldorf-Frankfurt-a-M-Hannover-Koeln-PwC--8488672-inline.html,stepstone,2022-11-15,Data_Scientist
(Senior) Data Engineer (m/f/d),vor 1 Woche,Arvato Infoscore GmbH,"Berlin, Baden-Baden, Verl","Our ambition is higher and now we have a great opportunity for a Data Engineer (m/f/d) to join our growing team. to create and manage BI and analytics solutions that turn data into knowledge using cutting-edge technology. In this role you will work extensively with data and data analysis in a variety of tools and methods. We expect you to be truly interested in data and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more data driven company. * Semantic Power BI data modelling and dashboarding for requested initiatives. * Take lead in design and development of ETL solutions using Azure Data Factory, Databricks and other data tools. * Collaborate with international teams to integrate varieties of systems ultimately creating the 'Riverty data universe'.",https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-m-f-d-Berlin-Baden-Baden-Verl-Arvato-Infoscore-GmbH--8891646-inline.html,stepstone,2022-11-15,Data_Scientist
Analyst Consultant (all genders) SAP SuccessFactors,vor 1 Woche,adesso orange AG,"Dortmund, Oldenburg, Osnabrück,Paderborn,Potsdam,Reutlingen,Rostock,Saarbrücken Stralsund, Stuttgart","adesso orange AG * Dortmund, Oldenburg, Osnabrück,Paderborn,Potsdam,Reutlingen,Rostock,Saarbrücken Stralsund, Stuttgart * Feste Anstellung * Home Office möglich,Vollzeit - Wir sind adesso orange, das SAP Powerhouse der adesso Gruppe: eines der größten deutschen - IT-Dienstleistungsunternehmen mit beeindruckender Wachstumsperspektive. Als SAP Gold Partner treiben wir mit unseren mehr als 300 Expertinnen und Experten den digitalen Wandel in unterschiedlichsten Branchen in ganz Deutschland voran. Dafür suchen wir Teamplayer, die sich mit Kompetenz, Kreativität und Leidenschaft in unsere IT-Projekte einbringen. adesso orange macht Tempo – auch wenn es um die Weiterentwicklung unserer Mitarbeitenden geht. Denn schließlich wollen wir gemeinsam mit dir wachsen. Für unsere Ziele packen wir alle mit an - vom Werkstudenten bis zum Management.",https://www.stepstone.de/stellenangebote--Analyst-Consultant-all-genders-SAP-SuccessFactors-Dortmund-Oldenburg-Osnabrueck-Paderborn-Potsdam-Reutlingen-Rostock-Saarbruecken-Stralsund-Stuttgart-adesso-orange-AG--8164729-inline.html,stepstone,2022-11-15,Data_Scientist
