,job_title,city,Description
256,Head of Sales- and Marketing (m/w/d) Axians NEO Suite Solutions (Service 4.0),"Hannover, München, Bielefeld, Hamburg, Frankfurt, Mannheim, Ulm, Deutschlandweit","In den fünf Geschäftsbereichen IT & Managed Services, Business Applications & Data Analytics, TI Fixed Network, TI Mobile Networks & Infrastructure Services und Public Software sorgen unsere Mitarbeiter:innen dafür, das Leben von Menschen zu verbessern. Die Business Area Business Applications & Analytics ist der Innovationsmotor für die Digitalisierung von Geschäftsprozessen und 360° Partner für SAP-Lösungen."
257,Senior Recruiter (m/w/d),"Berlin, Bremen, Frankfurt, Gütersloh, Hamburg, Köln, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren."
258,Campaign Manager ATV (w/m/d),"Hamburg, Köln, Gütersloh","Mit Content, Tech and Data zu nachhaltigem Erfolg."
259,Business Architect (m/w/d) Warehouse,Versmold,"Nagel-Group | Kraftverkehr Nagel SE & Co. KG * Versmold * Feste Anstellung * Home Office möglich,Vollzeit - Heute wagen. Morgen gestalten. Lust die Lebensmittellogistik zu verändern? Willkommen bei der Nagel-Group! Wir haben es uns zur Aufgabe gemacht, jeden Tag mehr als 500 Mio. Menschen in Europa zuverlässig mit Lebensmitteln zu versorgen. Sich etwas Neues trauen, über sich hinauswachsen, Verantwortung übernehmen und dabei neue Maßstäbe setzen. Genau das ist es, was unsere Mitarbeiter täglich leben dürfen und sollen. Hinter jedem erfolgreichen Unternehmen stehen eine Menge faszinierender Menschen – bei uns sind es rund 12.000. Und jeder einzelne ist uns wichtig. Wir stehen für EMPOWER! Wir wollen den Menschen in allen Bereichen unseres Unternehmens befähigen, in der modernen, herausfordernden Logistik Welt ihr Bestes geben zu können. Und damit erfolgreich zu sein."
260,HR IT System Coordinator m|f|d,Gütersloh,"Conceptualising the required data exchange to our SAP HCM system with the HR cloud suite * Steering of external and internal resources in the context of managing sub-projects, such as the implementation of cloud-based HR tools, -related implementation of carve-in/out activities, provision of advanced IT solutions for an innovative canteen landscape"
261,Product Lead Invoicing as a Service (m/w/d),"Verl, Berlin, Stockholm, Amsterdam",If you thrive in a fast-paced international environment while being intrinsically motivated to comb through and get inspired by and insights as much as by giving direction and form strategies - then this might just be the perfect opportunity for you and reason to continue reading.
262,Product Lead Enterprise Clients (m/f/d),"Verl, Berlin, Stockholm, Amsterdam",If you thrive in a fast-paced international environment while being intrinsically motivated to comb through and get inspired by and insights as much as by giving direction and form strategies - then this might just be the perfect opportunity for you and reason to continue reading.
263,Scrum Master (m/w/d),Dissen am Teutoburger Wald,"Connectivity & Data Management, Process Automation und Steering, Precision Applications & Terminals – in diesen drei Schwerpunktthemen sind mehr als 200 Mitarbeiter:innen von CLAAS E-Systems zu Hause, um Landwirtschaft effizient zu gestalten."
264,Anforderungsmanager (m/w/d) als Leadership-Consultant (m/w/d) im Kundenmanagement,"Hannover, Berlin, Dortmund, Düsseldorf, Frankfurt am Main, Halle (Saale), Hamburg, Karlsruhe,","KKH Kaufmännische Krankenkasse * Hannover, Berlin, Dortmund, Düsseldorf, Frankfurt am Main, Halle (Saale), Hamburg, Karlsruhe, * Feste Anstellung * Home Office möglich,Vollzeit - Wir suchen Dich zum nächstmöglichen Zeitpunkt als Anforderungsmanager (m/w/d) als Leadership-Consultant im Kundenmanagement. In Deiner beratenden Rolle begleitest Du unsere Führungskräfte und stärkst sie bei ihrer fachlichen Umsetzungskompetenz. Dabei hast Du einen Blick auf die nachhaltige Realisierung unseres Betriebsmodells und identifizierst systematisch Optimierungspotentiale. Du fungierst als Bindeglied zwischen unseren bundesweiten acht Regionalzentren und der Unternehmenszentrale in Hannover. Im Rahmen des Bewerbungsprozesses werden wir mit Dir gemeinsam Deinen Einsatzort und Deinen Dienstsitz im Betreuungsgebiet eines unserer Regionalzentren in Hamburg, Berlin, Düsseldorf, Dortmund,"
265,(Senior) Consultant (all genders) für Financial Services,"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam",Aufbau einer zukunftsweisenden Lösungsarchitektur basierend auf SAP® S/4HANA und der entsprechenden Financial Services Platform Lösung SAP® FSDM/FSDP - o Financial Services Platform / Financial Services Management
266,(Senior) SAP CX Consultant (all genders),"Dortmund, Berlin, Düsseldorf, Frankfurt/Main, Hamburg, Köln, München, Nürnberg, Paderborn, Stuttgart","Während den Implementierungsphasen übernimmst du Customizing und Entwicklung in den SAP Customer Experience Lösungen (SAP Sales / Service / Marketing / Commerce Cloud, SAP emarsys, Qualtrics, SAP Customer Cloud / Platform)."
267,Mitarbeiter/in (m/w/d) fürs Telefonmarketing gesucht! (Telefonist/in),"Bielefeld, Kreisfreie Stadt",Weber Data Service IT GmbH - Weber Data Service entwickelt seit 1975 Softwarelösungen für Logistikunternehmen.
268,Inside Sales Specialist NGS (all genders) (Fachberater/in - Vertrieb),Paderborn,"Unser Fokus liegt auf den geschäftskritischen Bereichen Security, Collaboration, Infrastruktur und Data-Center."
269,Experte / Data Analyst (m/w/d) Energiemanagement,"bundesweit, Home-Office","Für unsere Tochtergesellschaft, die ISS Communication Services GmbH, suchen wir Sie als Experte / Data Analyst (m/w/d) Energiemanagement am Standort Bundesweit (Beispielsweise Düsseldorf, Hamburg, Leipzig) Homeoffice."
270,Data Analyst (f/m/x),"Home Office or Berlin, Germany","We have a unique market position, ambitious goals and we are looking for a Data Analyst to join our journey! * You will work on modeling and dashboards * You will work in a cross-functional team with Engineers, and to improve our infrastructure * Ensure that all relevant is reported and analysed, making sure to implement and maintain models that allow different stakeholders and decision makers to access the directly. * Have working experience in a BI, analysis or other quantitative/ analytical role (preferred but not required) * Will be the face of here! All team members will learn how to make driven decisions with your guidance * Communicate and present y"
271,Data Analyst (f/m/d) - onsite or remote / home office,"Karlsruhe, München, Home-Office","Are you passionate about data science and would you like to use your analytical know-how to improve spam protection for over 42 million email users? * Through explorative analysis in the Big environment, you will generate insights into incoming and outgoing spam emails. You have a degree in (business) computer science or a comparable education and already have some experience in the field of science? You are interested in using Big and Machine Learning to protect against e-mail SPAM and other unwanted email? * You have good knowledge in common Science methods, Machine Learning and statistics. * You are confident in analyzing very large sets and already have practical experience with Elasticsearch/Kibana or similar analysi"
272,Platform Architect / Platform Analyst / Solution Consultant – ServiceNow (m/w/d),bundesweit,Zur Verstärkung unseres Teams suchen wir aktuell an einem unserer Standorte deutschlandweit einen Platform Architect / Platform / Solution Consultant – ServiceNow (m/w/d). * Erfahrung mit der ServiceNow-Model-Architektur sowie CSDM 4.0 wünschenswert
273,"Research Manager and Analyst (m/w/d) mit Schwerpunkt PLM, BIM und Fabrikplanung","München, Augsburg, Ingolstadt oder im Home-Office in Bayern","CONTACT Software GmbH * München, Augsburg, Ingolstadt oder im Home-Office in Bayern * Feste Anstellung * Home Office möglich,Vollzeit - CONTACT Software verbindet Menschen, Unternehmen und Systeme - Als führender Softwarehersteller für innovative Produktentstehungsprozesse und die digitale Transformation haben wir einen modularen Software-Baukasten auf Basis einer offenen Technologieplattform geschaffen, mit dem unsere weltweiten Kunden als internationale Marktführer ihre Produktdaten in agilen Prozessen und kollaborativen Projekten effizienter nutzen. Seit über 30 Jahren entwickeln und implementieren wir smarte Softwarelösungen, die moderne IT-Systeme mit dem Internet der Dinge (IoT) verbinden. Mehr als 350 kreative Köpfe an über zehn Standorten und ein internationales Partnernetzwerk arbeiten täglich daran, unsere Angebote und Leistungen stetig zu verbessern und die"
274,Junior Business Analyst (m/w/d),Frankfurt am Main,Als Business Analyst unterstützt du unser Team in Polen und Frankfurt bei der Kommunikation mit unseren international agierenden Kunden aus der Automobil- und Luftfahrtindustrie * Als Junior Business begleitest du die Weiterentwicklung von CRM-Systemen in Cloud-Projekten wie z.B. der Oracle Cloud zu anderen Applikationen
275,Controller / Business Analyst (w/d/m),"Münster, Homeoffice möglich","FIEGE Logistik Stiftung & Co. KG * Münster, Homeoffice möglich * Feste Anstellung * Home Office möglich,Vollzeit - Das FIEGE eCommerce Solutions-Team sucht dich zum nächstmöglichen Zeitpunkt für die Business Unit Digital Services am Standort Münster. Zudem bieten wir Mobiles Arbeiten an. An unserem modernen Campus in Münster bieten wir eine große Bandbreite an E-Commerce-Backend-Services für die erfolgreiche Geschäftsentwicklung unserer Kunden. Im Fokus steht die effiziente Vernetzung aller für den Omnichannel-E-Commerce relevanten Systeme. Über 120 Mitarbeitende aus verschiedenen Fachabteilungen sorgen dafür, dass unsere Kunden online erfolgreich sind. FIEGE Logistik mit Sitz in Greven gehört zu den führenden zehn Logistikdienstleistern in Europa mit 21.000 Mitarbeitenden an mehr als 150 Standorten in 14 Ländern weltweit."
276,"Pharmareferenten / Pharmaberater (Naturwissenschaftler, MTA, PTA) als Pharma Field Analyst (m/w/d)","Sachsen, Brandenburg, NRW","STEM Healthcare GmbH Germany * Sachsen, Brandenburg, NRW * Feste Anstellung * Home Office möglich,Vollzeit - STEM Healthcare ist ein Benchmarking-Unternehmen, das mit der pharmazeutischen Industrie zusammenarbeitet. Wir messen und quantifizieren die Ausrichtung und Umsetzung der Strategie über mehrere Marken und Therapiegebiete hinweg. Wir arbeiten mit über 80% der Pharmaunternehmen in mehr als 40 Ländern weltweit. Wir suchen zum 01.01.2023 - Regionen: Sachsen, Brandenburg, NRW - Ihre Aufgaben * Sie sind ein wesentlicher Bestandteil der STEM-Methodik und das Gesicht zum Kunden im Außendienst * Sie begleiten Außendienstmitarbeiter und MSL's im Tagesgeschäft * Als neutraler Beobachter messen und dokumentieren Sie die Interaktionen der Außendienstmitarbeiter mit ihren Kunden (Face-to-Face oder virtuell) * Sie geben über ein Analysetool ein formalisiertes und strukturiert"
277,Business Analyst Sales Excellence (m/w/d),"Koblenz, Home-Office",for Success als Business Analyst Sales Excellence
278,Data Platform Solution Architect EMEA,Bundesweit,"Digital marketing is advancing at a dizzying pace and companies are turning to the data platforms strategies and implementations. * strong background in platforms such as Adobe Experience Platform, Tealium, Google 360 or Database / warehousing technology. * Outstanding problem solving and analytical skills, including ability to produce clear observations, analysis and conclusions based on customer interviews and"
279,(Junior/Senior) Business Analyst (w/m/d),"Düsseldorf, Münster, München, Hamburg, Berlin, bundesweit ( Home-Office)","Jeder einzelne unserer über 60 Agile Consultants, DevOps Engineers, UI Designer, Java Developer, Cloud Architekten, Test Automatisierer, IoT Experten, Ethical Hacker, Penetration Tester und Scientisten ist für uns der wichtigste und wertvollste Mitarbeiter. * Als (Junior/Senior) Business analysierst, strukturierst und vertrittst Du fachliche Anforderungen und entwickelst gemeinsam mit den technischen Stakeholdern die richtigen Lösungsszenarien"
280,Data Platform & Engineering Consultant (w/m/d),"bundesweit, Home-Office","Data Platform & Engineering Consultant (w/m/d) Unser Team stellt sich der Herausforderung, eine konzernweite Selfservice Big Plattform bereitzustellen und weiterzuentwickeln. Hierbei gilt es, innovative und ganzheitliche Big Lösungen für den dm-Konzern anzubieten, die zukünftige Dateninfrastruktur zu gestalten sowie Prozesse datengetrieben und automatisiert zu ermöglichen. Dazu planen wir auch den Aufbau eines Mesh im Unternehmen. * Nutzer der Big Plattform unterstützt du durch Consulting, ihre Ideen und Projekte umzusetzen sowie durch Debugging, Hilfestellungen und Verbesserungsvorschläge direkt im Arbeitsalltag * Du gestaltest die dm Big Community mit und bietest Raum zum Austausch und zum gegenseitigen Unterstützen * Technisches Verständnis"
281,EDI-Analyst (m/w/d),"Tamm, Pfedelbach, Rippershausen, Home-Office","bei der Willi Elbe Group in Tamm – als EDI-Analyst (m/w/d) – Standorte Tamm, Pfedelbach, Rippershausen oder Remote * Bachelor-Abschluss in Informatik, Informationstechnologie o. Ä. sowie mind. 5 Jahre Erfahrung als EDI-"
282,Business Analyst - Customer Journey Analytics (m/f/d),"Home-Office, bundesweit, Berlin, München","Join our team now in full time at one of our locations or 100% remote as Business Analyst - Customer Journey Analytics (m/f/d) . * Develop a -driven understanding of our user journeys: from online marketing campaigns over website visits till the final sales call * You enjoy working with large amounts of are passionate about creating analyses, and drawing conclusions from them * A successfully completed degree in business administration, economics, (business) informatics, science or a related field round out your profile"
283,Data Architect (gn),"Home-Office, Leipzig, Berlin, Hamburg","Die rasante Entwicklung von neuen Technologien und Rechenkapazitäten bietet dabei ständig neue Möglichkeiten, die wir für unsere Kunden in den Bereichen Digital Advisory, Solution Architecture oder Analytics nutzen. Als Architect (gn) wirst du Teil unseres 10-köpfigen Advisory-Teams. Unser Team ist ein Mix aus Architects, Scientists und Application Architects. Wir beraten Größen aus allen Branchen zu Lakes, Warehousing, BI & AI Analytics, Big eben alles rund um als Basis für valide Business Entscheidungen und bieten damit immer spannende neue Projektumfelder, ob Beratung, Proof-of-Concept oder MVP. * Definition und Kontrolle der Governance liegen in deinen Händen. * Deine"
284,Sales Analyst / Fee Manager (m/w/d),"Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office","TecAlliance GmbH * Ismaning (bei München), Köln, Weikersheim (bei Würzburg), Teneriffa, Barcelona, Heerlen, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Become Part of a strong Alliance - Standort: Ismaning (bei München), Köln; Weikersheim (bei Würzburg), Teneriffa, Barcelona, Herleen, HomeOffice - Bei TecAlliance arbeiten Technologie- und Automobilspezialisten zusammen, um die Zukunft des Automobil-Aftermarket zu digitalisieren und zu gestalten. Als Full-Service-Anbieter von Daten, Diensten und Prozessen ist die TecAlliance Marktführer in Europa und baut diesen Vorsprung weltweit rasch aus. Wir verdanken unseren wachsenden Erfolg als die treibende Kraft hinter der Digitalisierung des gesamten Marktes einfachen Prinzipien wie Offenheit, Mut, Leidenschaft, Neugier, Uneigennützigkeit, Innovation, Inklusion und Integrität."
285,Praktikant (m/w/d) im Bereich Data Analytics / Digitale Transformation,"Wesel bei Düsseldorf, Homeoffice","Studentin bzw. Student der Informatik, Mathematik, Chemie / Bioinformatik, Ingenieurwesen o. ä. als Praktikant (m/w/d) im Bereich Data Analytics / Digitale Transformation - Du unterstützt das Team – von der Konzeption bis zur Umsetzung – bei der Weiterentwicklung unserer Data- und Analytics-Produkte und -Services. Du verstärkst uns in vielseitigen Projekten, in denen wir uns mit aktuellen Fragestellungen der Digitalisierung, Data Analytics und Automatisierung im Umfeld von Laboren beschäftigen. * Interesse an den Themen Data Science, Machine Learning, Deep Learning und Artificial Intelligence. * Wir binden Dich mit herausfordernden Aufgaben in unserem Team und abwechslungsreichen Projekten ein und Du kannst wertvolle praktische Erfahrungen in Bereich Data Science und Data Analytics sammeln."
286,Data Scientist (w/m/d),bundesweit,Das Team “Data Science and Data Management” verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten.
287,Technical Business Analyst (m/w/d),deutschlandweit,"AXA Konzern AG * deutschlandweit * Feste Anstellung * Home Office möglich,Vollzeit - Du gehst gerne auch mal unkonventionelle Wege und brennst einfach für Neues? Dabei willst du effiziente Lösungen und hast das Wesentliche im Blick? Mit einem klaren Prozess vor Augen wirst du zum Macher (m/w/d)? Perfekt, die suchen wir: Menschen, die im Team ihre Talente bündeln und an einem großen Rad drehen möchten. So erschließen wir neue Pfade. Neugierig auf uns? Wir auch auf dich! Neuer Job, neues Glück - Wir als Team stellen alle zentrale Funktionen in unserem Prozessportal (online CRM) für die personellen Vertriebe Exklusiv und Makler bereit. Ein Schwerpunkt dabei sind Integration der Backend-Systeme/-Prozesse in unsere Oberflächen sowie der Ausbau unserer Nutzeroberflächen. * Du konsolidierst, bewertest und hinterfragst die Anforderungen für die zu entwickelnde oder umzusetzen"
288,Business Process Analyst (m/w/d),bundesweit im Home-Office,Als Business Process Analyst (m/w/d) harmonisierst und definierst du die Prozesse unserer Business Units
289,IT Infrastructure Engineer / Technical Analyst (m/w/d),"Budenheim, Homeoffice",Machen Sie jetzt den für Sie passenden nächsten Karriereschritt mit uns als IT Infrastructure Engineer / Technical im Bereich Information Technology.
290,Web Analyst (d/m/w),"Hamburg, Home-Office","Im Marketing arbeiten wir 100 % Data-Driven. Zur nächstmöglichen Unterstützung unseres Marketing-Teams suchen wir einen Web (m/w/d) in Vollzeit, gerne ab sofort."
291,Business Intelligence DWH Developer (m/w/d) bei Corporate Financial Systems & Processes,bundesweit,Sie arbeiten bei Corporate Financial Systems & Processes im Fachbereich Business Intelligence in einem deutschlandweiten Team und übernehmen Verantwortung bei der Entwicklung von Warehouse & Business Intelligence-Lösungen auf Basis des Microsoft SQL Server mit Schwerpunkt im Daten-Backend von der Konzeptionierung bis zum produktiven Betrieb. * Die Betreuung und Weiterentwicklung der bestehenden MS-SQL Lösungen gehört ebenso zu Ihrem Aufgabenspektrum wie deren Migration und Integration in die zukünftige Zielarchitektur (Backend Warehouse in Verbindung mit BI Frontends) für mehrere Tausend Anwender * Idealerweise konnten Sie Erfahrungen auf dem Gebiet der Datenmodellierung von Warehouse Lösungen sammeln.
292,Data Architect (gn),remote (bundesweit),"Senior Data Engineer (gn) Als Data Architect (gn) wirst du Teil unseres Delivery Teams. o Azure Data Factory * Deine ausgeprägte Berufserfahrung als Senior Engineer (gn) im Delivery Umfeld steht für uns im Vordergrund, dabei ist egal, ob du ein Studium im MINT-Umfeld absolviert hast oder eine Ausbildung gemacht hast."
293,SAP Master Data Expert (m/w/d),Wendlingen am Neckar/Homeoffice,"Zur Erfüllung unserer Digitalisierungsstrategie innerhalb unseres Architekturmanagement Teams suchen wir Sie als SAP Master Expert (m/w/d), um die TTS Unternehmensgruppe weiter in die digitale Zukunft zu führen."
294,(Senior) Consultant Vertrieb und CRM / Vertriebsanalyst (m/w/d),bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, und Technology ein."
295,Data Architect,MadridLondonBarcelonaRemote PortugalRemote Germany,"We're looking for a Data Architect join our team. As a hard-working and effective communicator, the Data Architect will work with to support the design of digital marketing architectures and supporting the development recommendations that deliver on client business objectives. Experienced modelers, SQL, ETL, with some development background to provide defining new schemas, ingestion for Adobe Experience Platform customers. Work with Adobe customers to gather requirements, design solutions & make recommendationsLead customer project conference calls or collaborate with a project coordinatorDeliver Technical Specifications documents for customer reviewDemonstrate understanding of relationships and schemas to structure to allow c"
296,Data Engineer (f/m/d) onsite or remote / home office,"Hamburg, Karlsruhe, München, Home-Office","Do you have a passion for digital data products and want to make a difference in a company with an agile environment and flat hierarchies? We have more than just a job waiting for you: Become part of our interdisciplinary B2B CRM Business Solution Team of Business ConsuvelopManagers and, as a Engineer, develop new, innovative, operational and analytical solutions together with your team and your stakeholders to drive our business forward. * You act as an interface between technology and business (e.g. sales, product management, sales steering, yield management, etc.) and analyse a wide range of requirements from the business units, which contribute to the development of suitable solutions. * You independently create concepts for innovative, intelligent systems in the context of analytical solutions, develop"
297,Data Platform Solution Architect EMEA,Bundesgebiet,"Digital marketing is advancing at a dizzying pace and companies are turning to the data platforms strategies and implementations. In-depth understanding of the typical use cases of Digital Platform implementations (CMS, Analytics, Personalization, Ecommerce, DAM, Mobile strategies etc.)strong background in platforms such as Adobe Experience Platform, Tealium, Google 360 or Database / warehousing technology. Outstanding problem solving and analytical skills, including ability to produce clear observations, analysis and conclusions based on customer interviews and"
298,Praktikum im Bereich Master Data Management (SoSe 2023),Wendlingen am Neckar/Homeoffice,Im Rahmen Ihres Praktikums erhalten Sie umfassende Einblicke in den Bereich Master Data Management (MDM) innerhalb von SAP und daran angrenzender Systeme.
299,Senior Digital Business Analyst (w/m/x),"Düsseldorf, Home-Office","Als integraler Bestandteil eines Projektteams evaluierst du in der Rolle eines Beraters/Analysten digitale Strategien, die zum digitalen Erfolg deiner Kunden führen * Idealerweise hast du Erfahrung als Business /Consultant im Digital Business (z.B. eCommerce, CMS, PIM, DAM, SEO, Marketing)"
300,Data Engineer (f/m/d) - Marketing Automation,"Berlin, Karlsruhe, Home-Office","Knowledge of database marketing, data storage and cleansing is an advantage. * Know-how regarding the execution of detailed analyses and breakdown of forecast results."
301,(Senior) Data Specialist (m/w/d) für den Bereich Operativer Datenschutz - Deutschlandweit,deutschlandweit,"deutschlandweit * Feste Anstellung * Home Office möglich,Vollzeit - Die GRENKE AG ist mit über 1900 Mitarbeiter*innen in 33 Ländern „Möglichmacher“ für kleine und mittelständische Unternehmen. Wir schaffen schnelle und einfache Finanzierungslösungen, die unseren Kunden helfen, ihre Geschäftsideen in die Tat umzusetzen. Denn wir sind überzeugt davon, die Geschäftswelt bietet viele Chancen, wenn man den Mut hat diese umzusetzen. Und so agieren auch wir, im Umgang mit unseren Kunden aber auch in unseren starken Teams: Mit Persönlichkeit, unternehmerischem Denken, selbstbestimmt, gesundem Pragmatismus aber auch der nötigen Entschlossenheit. Das ist Teil unserer Unternehmenskultur – und die Möglichkeit beruflich und persönlich zu wachsen. 10001|GRENKE AG|DEE - Baden-Baden / Deutschlandweit - Unbefristeter Vertrag"
302,Senior Business Analyst Markets (m/f/d),"Aschheim bei München, remote / Homeoffice","We are looking for you to join us as a senior business analyst, who will support the long-term success of Best Secret in the different regions by driving insights, planning, and forecasting our sales, building business cases for investment decisions, providing driven recommendations and bring transparency on the business drivers."
303,Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Data Center,"bundesweit, Home-Office","Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Data Center - Gemeinsam mit Ihnen möchten wir die digitale Transformation gestalten und suchen Sie zur Weiterentwicklung unseres Geschäftsfeldes Colocation als Key Account & Business Development Manager (m/w/d) IT-Infrastruktur for Colocation / Cloud / Center * Evaluierung des Marktwachstums im Bereich Colocation Positionierung, Stärkung und internationaler Ausbau des Rittal-IT-Portfolios im Marktsegment Colocation / Cloud /  Center * Branchen- und Prozessverständnis für den Bereich Colocation /  Center, sehr gutes Beziehungsnetzwerk in der Branche"
304,(Senior) Data Engineer – Schwerpunkt Operations w/m/d,bundesweit,Das Team „Data Science and Data Management“ verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten.
305,Robotic Process Automation (RPA) Business Analyst (m/w/d) - bis zu 100 % remote,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart","An unseren Standorten Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart oder ortsunabhängig suchen wir zum nächstmöglichen Zeitpunkt einen Robotic Process Automation (RPA) Business (m/w/d) – bis zu 100 % remote"
306,Data Protection Manager (m/w/d),Bundesweit an allen Rutronik Standorten,"Rutronik Elektronische Bauelemente GmbH * Bundesweit an allen Rutronik Standorten * Feste Anstellung * Vollzeit - Entdecken Sie die Welt - der elektronischen Bauelemente! Starten Sie als Teamplayer bei Rutronik! Die Welt der Elektronik ist unser Zuhause. Als eines der weltweit führenden Unternehmen für den Vertrieb elektronischer Bauteile mit mehr als 1.800 Mitarbeitern an über 82 Standorten rund um den Globus suchen wir laufend Verstärkung. Entdecken Sie jetzt die Perspektiven und Chancen, die Ihnen Ihr Job bei Rutronik bietet und werden Sie Teil unseres Erfolges! Ihre Aufgaben * Sie sind erster Ansprechpartner in der Rutronik Gruppe für datenschutzrelevante Fragestellungen , Vorabprüfungen sowie Datenschutzvorfälle, Kundenanfragen, dazugehörige Recherchen, Empfehlungen und Risikoabschätzungen * Management von Standardprozessen (z. B. AVV, Verpflichtung auf das Daten"
307,Consultant Data Engineer (m/w/d),bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, und Technology ein. * Sie haben bestenfalls erste Erfahrungen in Projekten aus dem Bereich Warehouse / Business Intelligence"
308,Senior Web Analyst (m/w/d) befristet auf 16 Monate,"Home-Office, Hamburg","Wir suchen für unsere Unternehmenszentrale in Hamburg (Homeoffice-Möglichkeit) zum nächstmöglichen Termin – befristet auf 16 Monate – einen Senior Web (m/w/d). * Sie verfügen über sehr gute Kenntnisse in der Nutzung von Daten-APIs, Google Spreadsheets sowie im Reporting und Dashboarding mit Google Studio * Von Vorteil sind Kenntnisse im Performance-Marketing (SEA, SEO, Paid Social), CRM (SAP C4C) und Marketing Automation (Marketo) sowie Erfahrung im Aufbau von Datenarchitekturen ( Warehouses, Lakes) und Dashboards (Tableau, Power BI)"
309,SOC Security Analyst (w/m/d),bundesweit,"TÜV Rheinland Group * bundesweit * Feste Anstellung * Vollzeit - Gesellschaft: TÜV Rheinland i-sec GmbH - Die Begeisterung für zukunftsweisende Lösungen teilen wir mit über 20.000 Menschen rund um den Globus. Bei TÜV Rheinland können Sie Ihr Wissen eigenverantwortlich einbringen und sich dabei persönlich immer weiter entwickeln. Wir sind ein Team aus hochqualifizierten Expertinnen und Experten, die sich verantwortungsvollen Herausforderungen stellen, um das Leben mit wertvollen Leistungen zu bereichern. Und wir alle lieben, was wir tun. Wenn auch Sie Ihre Talente sinnstiftend einbringen möchten, kommen Sie zu TÜV Rheinland. Nutzen wir diese vielfältigen Möglichkeiten und machen wir uns gemeinsam auf zu neuen Zielen. Deine Aufgaben * Du führst Analysen von Cyber-Security Incidents (z.B. Ransomware) durch. * Du unterstützt bei der Umsetzung eventueller Maßnahmen bzw. fü"
310,(Senior) IT Consultant / Business Analyst in der Versicherungswirtschaft (Mensch*),"bundesweit, Home-Office",Wir suchen dich ab sofort als motivierten IT Consultant/Business Analyst in der Versicherungsindustrie (Mensch*).
311,Sachbearbeiter (m/w/d) FFTH Online Research & Data Analysis,bundesweit,"Sachbearbeiter (m/w/d) FFTH Online Research & Data Analysis - Als Sachbearbeiter (m/w/d) FTTH Online Research & Analysis unterstützt unsere Datenexperten beim Sammeln und Aufbereiten von Informationen aus offen zugänglichen Quellen, die Grundlage für wichtige Entscheidungen sind."
312,Global Specialist Supply Chain Systems & Data (m/w/d),"Köln, Künzelsau, mobiles Arbeiten",Global Specialist Supply Chain Systems & Data (m/w/d) Für unseren Standort Köln oder Künzelsau (mobiles Arbeiten nach Absprache möglich) suchen wir zum nächstmöglichen Zeitpunkt einen Global Specialist Supply Chain Systems & (m/w/d)
313,Junior Consultant Data Engineering (m/w/d),bundesweit,"Target Reply ist auf die Erstellung, Integration und Realisierung von BI und Data Warehousing Lösungen spezialisiert und unterstützt seine Kunden dabei, sichere, effiziente und skalierbare ETLProzesse im generellen DWH-Umfeld aufzubauen. * Du übernimmst schnell erste Verantwortung im Bereich Datenintegration, kannst im Thema Warehousing selbstständig arbeiten und anderen dein Wissen vermitteln * Für die Umsetzung kundenspezifischer Anforderungen arbeitest du mit der processing Platform von Ab Initio an der Entwicklung und Steuerung von Business Intelligence- und Warehousing-Lösungen"
314,"Aktuar / Versicherungs-Mathematiker / Statistiker (w/m/d), Fachliche (Teil-)Projektleitung in der Bestandsmigration Lebensversicherung","Home-Office, bundesweit","Ein abgeschlossenes (Fach-)Hochschulstudium (Mathematik, Wirtschaftsmathematik oder verwandte Fächer wie Physik, Science o.ä.)"
315,Software Engineer – Data Science & Data Management w/m/d,bundesweit,"Software Engineer – Data Science & Data Management w/m/d - Das Team „Data Science and Data Management“ verantwortet den gesamten Datenverarbeitungsprozess von der Datenerhebung bis hin zur Erstellung von digitalen Produkten. * Dabei arbeitest Du in interdisziplinären Teams aus Scientists, Engineers, Anwendungsentwickler:innen, IT Operations und Produktmanager:innen."
