,job_title,city,Description
373,Spezialist (m/w/d) Netzwerk,"bundesweit (Home-Office), Hamburg","DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. * Eigenverantwortliche Betreuung und Konfiguration von LAN, WAN, Firewall-Systemen und WLAN-Umgebungen der sowie remote bei unseren Kunden"
374,Software Development Engineer (m/f/d) C++ / Java,deutschlandweit,"Real-time knowledge: data synchronization, threading & processes * POSIX and Win32 APIs - We have complied with our obligation to inform you about protection according to Art. Read our protection regulations here."
375,Full Stack Developer (m/f/d) for Web and Cloud (Python/JS),bundesweit,"Then join dSPACE and work closely together with Intempora (a dSPACE company since 2020) to innovate and develop one of our most efficient software solutions, IVS – a manager of large amounts of recorded sensor and post-processing for AI training, testing, and validation of perception and deep learning algorithms. * Cloud development (Docker, Big NoSQL database, Kubernetes, web development) We have complied with our obligation to inform you about protection according to Art. Read our protection regulations here."
376,Delivery Teamleiter*in - Global Basis Service,deutschlandweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
377,SEA Account Manager (m/w/d) in Passau oder Remote,"Home-Office, Passau","Ein Pluspunkt für Dich, aber kein Muss: Know‐how in Google Tag Manager und Data Studio"
378,IT-Consultant – Hyperscience / Datenautomatisierung / Prozessdigitalisierung (m/w/d),bundesweit,"Abgeschlossenes Studium der Betriebswirtschaftslehre (BWL), Wirtschaftsinformatik, Informatik, Datenwissenschaft ( Science) o. Ä., aber auch Quereinsteiger (m/w/d) mit entsprechenden Fachkenntnissen sind bei uns herzlich willkommen"
379,ServiceNow Technical Consultant (m/w/d),bundesweit,Erfahrung mit der ServiceNow-Data-Model-Architektur sowie CSDM 4.0 wünschenswert
380,IT Auditor (m/w/d) Banken,bundesweit,Entwicklung und Durchführung von technischen und fachlichen Datenanalysen (Big Data)
381,Energy Trader (m/w/d),"Home-Office, Mannheim","Sie werden Teil eines Teams mit aktuell fünf Tradern und einem Marktanalysten, das sich in den vergangenen Jahren stark entwickelt hat. * Sie entwickeln neue Handelsstrategien und bestehende weiter und arbeiten dabei unter anderem mit dem -Analytics-Team eng zusammen."
382,IT-Consultant – Intelligent Document Processing (IDP) / Datenautomatisierung / Prozessdigitalisierung (m/w/d),bundesweit,"Abgeschlossenes Studium der Betriebswirtschaftslehre (BWL), Wirtschaftsinformatik, Informatik, Datenwissenschaft ( Science) o. Ä., aber auch Quereinsteiger (m/w/d) mit entsprechenden Fachkenntnissen sind bei uns herzlich willkommen."
383,Junior Consultant Insurance Business Transformation (m/w/d),"Deutschland, Österreich, Schweiz","Auf Basis der Markttrends Plattformökonomie, Omnichannel, Data Ocean und Agilität treibst Du mit unserem Team die Transformation der Versicherungsbranche voran"
384,Fullstack Senior Software Engineer (m/w/d),deutschlandweit,"You develop new automation tools to extend our learning media databases in collaboration with our AI product owners, scientists, domain experts and key users - We are passionate, competitive, open to everything new - and we love"
385,Werkstudent Digitalisierung & Business Analytics im Credit Risk (m/w/d),"Essen, Home Office","Optimierung und kontinuierliche Verbesserung der Konsistenz, Qualität und Vollständigkeit unserer Daten auf Basis der Konzepte der science"
386,Smart Banking Kundenberater (m/w/d),"Leipzig, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
387,"(Fach-) Informatiker als IT-Consultant Netzwerk / Netzwerktechniker – Switching, LAN (m/w/d)","Düsseldorf, Wuppertal, Hamburg, München, bundesweit, Home-Office","LAN-Netzwerk Protokolle (Data-Layer, ARP, Spanning-Tree, 802.1Q)"
388,Senior SAP Entwickler / Architekt (w/m/d),"Mannheim, Berlin, München, Hamburg, bundesweit (Home-Office)","Sie haben sehr gute Kenntnisse und weitreichende Erfahrung in den Entwicklungsumgebungen wie ABAP, ABAP-OO, ABAB Webdynpro, OData Services, Core Services"
389,Hochschulabsolvent (w/m/d) für Managed Services,"Köln, Berlin, Düsseldorf, Hamburg, Hannover, München, Frankfurt","Als technischer und fachlicher SAP Analyst / -Applikationsbetreuer (w/m/d) stellen Sie sicher, dass entsprechende SAP-Module im Anwendungsbetrieb effizient genutzt werden können."
390,Staffing Manager - Schwerpunkt externe Ressourcen (w/m/d),bundesweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
391,Business Intelligence Engineer (w/m/d) (auch zu 100% im Homeoffice möglich),"Home-Office, Montabaur, deutschlandweit","Sie verantworten Teilbereiche des zentralen Datawarehouses und stellen die Umsetzung architektonischer Rahmenbedingungen sicher, arbeiten aber auch an der Weiterentwicklung der Guidelines mit. * Ihr ausgeprägtes Datenbank- und SQL-Know-how (präferiert: Microsoft SQL Server oder vergleichbare Systeme) runden ihr Profil ab, vorteilhaft sind Kenntnisse im Umfeld von Big / NoSQL / Hadoop."
392,Field Service Engineer (m/f/d),"bundesweit, Österreich","Good computer literacy, including familiarity with data system hardware and industry standard operating systems"
393,Smart Banking Kundenberater (m/w/d),"München, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
394,Financial Controller (m/w/d),"Frankfurt am Main , Home-Office",Betreuung und Weiterentwicklung des Kostenverteilungsprozesses im Data Warehouse (ETL-Prozess)
395,Application Engineer EMEA (m/f/d),"Ilmenau, Fürstenfeldbruck, Frankfurt am Main, Homeoffice","Secure and share (when applicable and allowed) product documentation (data sheets, drawings, and specifications) with internal and external stakeholders."
396,Senior Product Designer (m/f/d),"Home-Office, Frankfurt","Take over responsibility for the design of a complex AI/NLP (Natural Language Processing) and data-driven education engine * Prototype rapidly based on conceptual product ideas, design user & dialog flows based on analysis and user research, get feedback from users, reiterate designs, and ship products with the best user experience"
397,Senior SAP S/4HANA Sales Consultant (w/m/x),verschiedene Standorte,"NTT DATA Deutschland GmbH - NTT DATA gehört zu den weltweit führenden Dienstleistern für Business- und IT-Lösungen. * Interne und externe Weiterbildungsmöglichkeiten in der NTT Academy mit fachlichen Trainings, Zertifizierungsangeboten, Soft-Skill-Schulungen, Udemy Zugang - NTT ist Teil der NTT Group und Trusted Global Innovator von Business- und IT-Lösungen mit Hauptsitz in Tokio."
398,Senior Consultant – SAP S/4HANA Logistik – EWM (m/w/x),deutschlandweit,"Du konzipierst und implementierst SAP S/4HANA Prozesse und ergänzt diese mit Künstlicher Intelligenz, Robotics, Industry 4.0, Blockchain, IoT, Virtual / Augmented Reality, Cloud Technologien und Analytics Lösungen"
399,Cloud DevOps Engineer – Azure (m/f/d) – all German offices,bundesweit,"First contact with Azure Kubernetes Cluster, Azure Data Factory, Azure Web Apps or Azure Virtual Desktop is desirable"
400,Junior Business Intelligence Consultant*,"Hamburg, Nürnberg, Home-Office","Erstellung von BI-Anwendungen durch Schaffung geeigneter Data Warehouse-Systeme (ETL, Umsetzung von Geschäftslogiken in SQL) und Berichtsgestaltung mit DeltaMaster"
401,Senior Consultant SAP S/4HANA Logistik and Retail ((m/w/d)/x),verschiedene Standorte,"Du konzipierst und implementierst SAP S/4HANA Prozesse und ergänzt diese mit Künstlicher Intelligenz, Robotics, Industry 4.0, Blockchain, IoT, Virtual / Augmented Reality, Cloud Technologien und Analytics Lösungen"
402,"Engineering Internship 2023 - Operations - DE, Standortuebergreifend",deutschlandweit,Support within the EU Controls network on a project to enhance the capability to monitor metrics and provide visualization and to internal customers. Protecting your privacy and the security of your is a longstanding top priority for Amazon.
403,Sales Development Representative,bundesweit,"Infinidat, leader in Data Storage solutions, is growing our Sales Development team!"
404,Mechanischer Konstrukteur (m/w/d),"Torgau, Dresden und Home Office",Der Umgang mit Product Data Management Software stellt für Sie keine Herausforderung dar;
405,DataOps Engineer (m/f/d),"Remscheid, Home-Office","You are part of a growing agile community creating the data backbone for the digital future of Vaillant * As a member of a newly build team, you support the development and operation of a hub and corresponding interfaces and loads * You are responsible for the implementation, automation, operation and further development of processing pipeline and integrations * You contribute to the constant extension and improvement of the hub infrastructure and work close with scientists and engineers to understand their needs and requirements * Furthermore, you design the integration architecture and infrastructure together with the architects and integrate it in the existing setup * You have been exposed to the"
406,Associate Consultant – SAP S/4HANA Logistics (w/m/x),bundesweit,"Unsere Prozessberater konzipieren und implementieren SAP S/4HANA Prozesse und ergänzen diese mit Robotics, Industry 4.0, Blockchain, IoT, Cloud, Watson/Cognitive Technologien und Analytics Lösungen."
407,Senior Front-End Software Engineer (m/f/d),"Frankfurt am Main, Home-Office (Deutschlandweit)",Take over responsibility for the FE development of a complex AI/NLP (Natural Language Processing) and data-driven education engine
408,Spezialist (m/w/d) Collaboration Exchange,"Hamburg, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
409,Student (m/w/d) im Bereich IT-Security,"bundesweit (Home-Office), Berlin, Aachen, Leipzig",unterstützen Sie bei der Vorbereitung und Durchführung von Audits im Bereich IT- und Data-Security
410,Sales Engineer (m/w/d),bundesweit,"Colt provides network, voice and data centre services to thousands of businesses around the world, allowing them to focus on delivering their business goals instead of the underlying infrastructure."
411,(Junior) IT Solution Architekt (m/w/d),"Hamburg, Home-Office",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
412,DevOps / Cloud Engineer Platform (m/w/d),"Kiel, Home-Office","Wir sind ein Team aus sehr erfahrenen Data Engineers, Cloud Engineers und DevOps-Spezialisten. * Du berätst andere Produktteams im effizienten Einsatz von und BI-Technologien - Das Wichtigste ist, dass Du für BI & Analytics brennst."
413,Mitarbeiter IT Anwendersupport (m/w/d),"bundesweit (Home-Office), Leinfelden-Echterdingen","DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. * Teilnahme an Corporate Benefits, kostenfreies Wasser und Kaffee, Vorsorgeuntersuchungen, Geburtstagsgeschenke, Mitarbeiterfeste, -ValueNet-Vorteilskonto mit einer monatlichen Aufladung des Guthabens und vieles mehr"
414,Junior Consultant Telecommunication (m/w/d),"Berlin, Frankfurt am Main, Köln, München, Home-Office","Ein hohes Interesse an Digitalisierungs- und Technologietrends, wie z.B. IoT, Big Data, AI, Netzwerktechnologien, und Virtualisierung / Automatisierung bringst Du mit"
415,Smart Banking Kundenberater (m/w/d),"Berlin, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
416,Junior Aktuar / Junior Actuary (m/w/d),"Frankfurt am Main, Home-Office",Darüber hinaus überwacht es das Budget der Deutschen Niederlassung und verwaltet das interne Data Warehouse für das interne Management Reporting. In der Funktion als Junior Aktuar / Junior Actuary (m/w/d) sind Sie insbesondere für die Unterstützung der -Warehouse-Prozesse sowie das monatliche Reporting verantwortlich.
417,(Junior) Referent (m/w/d) Modellierung,bundesweit,Idealerweise verfügst Du über erste aktuarielle Kenntnisse im Bereich Finanzmathematik und Stochastik der Lebens- und Krankenversicherung und hast bereits Erfahrungen mit den -Analytics-Methoden gesammelt
418,Senior Consultant SAP S/4HANA Finance & Controlling ((m/w/d)/x),verschiedene Standorte,"Unsere Prozessberater konzipieren und implementieren SAP S/4HANA Prozesse und ergänzen diese mit Robotics, Industry 4.0, Blockchain, IoT, Cloud, Watson/Cognitive Techologien und Analytics Lösungen."
419,Smart Banking Kundenberater (m/w/d),"Rendsburg, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
420,"Graduate Area / Shift Manager Logistik - Hannover (m/w/d) - DE, Standortuebergreifend",bundesweit,"Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice ( to know more about how we collect, use and transfer the personal of our candidates."
421,Sales Specialist / Vertriebsmitarbeiter / Außendienst (m/w/d) Thüringen,"Thüringen, Home-Office","Thüringen, Home-Office * Feste Anstellung * Vollzeit - Machen Sie den nächsten Karriereschritt bei ABB: Treiben Sie in einem globalen Team die Transformation von Gesellschaft und Industrie in eine produktivere und nachhaltigere Zukunft voran. Bei ABB fördern wir Vielfalt und Inklusion in allen Bereichen – ob Alter, Geschlecht, Sexualität, Ethnie, ob mit oder ohne Behinderung. Gemeinsam treten wir für individuelle Unterschiede ein – sowohl jeder für sich als auch zusammen. Ganz gleich, ob komplettes Elektroinstallationsprogramm mit Schaltern, Steckdosen, Bewegungsmeldern etc., durchdachte Türkommunikations-Systeme oder elektronische High-End-Produkte für die Gebäudeautomation im Bereich Smart Home und Smart Building – Sie versorgen unsere Kunden mit allem, was sie brauchen. Dazu fahren Sie mit Ihrem Dienstwagen zu unseren Hauptzielgruppen, um vor Ort Elektroinstallateu"
422,Consultant (m/w/d) Intelligent Automation / Microsoft Power Platform,bundesweit,Almato ist eine 100 %-Tochtergesellschaft der börsennotierten DATAGROUP SE.
423,Inbound Sales Account Executive (m/f/d),Home-Office (bundesweit),iDeals – is an international B2B SaaS company that creates the best customer experience in the virtual data rooms market since 2008.
424,Information Security Officers (m/w/d),"Home-Office, Berlin, Aachen, Leipzig",begleiten Sie Audits im Bereich IT- und Data-Security und führen diese durch
425,(Junior) Consultant (m/w/d) Geschäftsfeld Digitale Verwaltung,"Home Office, bundesweit - Frankfurt am Main, Berlin, Dresden, München, Leipzig, Köln, Düsseldorf","Du besitzt erste Berührungspunkte zu den aktuellen Themen der öffentlichen Verwaltung (z. B. eGovernment-Gesetzgebung, OZG, Smart City, SDG, Open"
426,IT Operations Administrator (m/w/d) VMware,"Berlin, Bremen, Hamburg, Nürnberg, Düsseldorf, Neu-Isenburg b. Frankfurt, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
427,Praktikum Brand Management Digital (Ad Alliance),"Köln, Home-Office","Mit Content, Tech and Data zu nachhaltigem Erfolg."
428,Mitarbeiter (m/w/d) Service Desk,bundesweit,Ratiodata SE - Die Ratiodata SE zählt zu den größten Systemhäusern und Technologiepartner in Deutschland mit einem Team von rund 1.500 Kolleginnen und Kollegen an bundesweit 14 Standorten und Außenstellen. SE | Recruiting und Employer Branding | Moritz Kegler
429,"Berater:in von Immobilieneigentümer:innen Vertrieb / Sales (optimal für Quereinsteiger:innen aus dem Handwerk, gerne mit Erfahrung im Außendienst)","München, Hamburg, Mainz, Kaiserslautern, Bremen, Hannover, Koblenz, Flensburg",Moderne Data-Management-Tools für Ihren Rundum-Blick auf unsere Bestandskund:innen und potenziellen Neukund:innen
430,Solution & Innovation Manager (f/m/d),"Deutschland, Großbritannien, Spanien, Dänemark, Niederlande","NTT DATA Business Solutions AG - At NTT DATA Business Solutions, we design, implement, manage and continuously enhance SAP solutions to make them work for companies - and for their people. Get empowered by NTT Business Solutions!"
431,Service Delivery Manager (w/m/d),deutschlandweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
432,Lead Consultant DACH SuccessFactors Data & Technology(m/w/d) (Kundendienstberater/in),"Dresden, bundesweit, Home-Office",Lead Consultant DACH SuccessFactors Data & Technology(m/w/d) (Kundendienstberater/in) Zur Verstärkung unseres Teams suchen wir eine/n Lead Consultant DACH SuccessFactors & Technology (m/w/d) in Vollzeit.
433,Junior Berater (m/w/d) für Software & Digitalisierung,"Berlin, München, Stuttgart, Frankfurt am Main, Hamburg, Hannover, Köln, Leipzig (Home Office)",Als Junior Berater (interne Bez.: Business Analyst) (m/w/d) wirkst du bei genau definierten Projektaufgaben in unseren abwechslungsreichen Software-Digitalisierungsprojekten mit.
434,SAP Developer (all genders),"Mannheim, Berlin, München, Hamburg, bundesweit (Home-Office)","Kentnisse zur Systemintegration mit ABAP Proxy, ALE/IDoc, WebServices, OData Services, Core Data Services."
435,Smart Banking Kundenberater (m/w/d),"Hamburg, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
436,DevOps Spezialist | Platform Engineer | Team Artikeleinsatzfähigkeit | REMOTE (w/m/d),deutschlandweit,"Es erwartet dich ein Team aus drei Entwicklern, einer Product Ownerin, einer Business Analystin, einem DevOps Engineer, einem UX-Designer sowie einer Agile Masterin."
437,Softwareentwickler EDI / EAI (m/w/d),"Osnabrück, Home Office",Enge Zusammenarbeit mit den Business Analyst*innen und Produkt Owner*innen sowie den Entwicklungsteams der Hellmann Produktionssysteme
438,3D Artist,bundesweit,We are not afraid to make mistakes but we use data and logic to backup decisions and improve understanding.
439,Field Service Engineer (m/w/d),"Home-Office, bundesweit","Home-Office, bundesweit * Feste Anstellung * Home Office möglich,Vollzeit - Machen Sie den nächsten Karriereschritt bei ABB: Treiben Sie in einem globalen Team die Transformation von Gesellschaft und Industrie in eine produktivere und nachhaltigere Zukunft voran. Bei ABB fördern wir Vielfalt und Inklusion in allen Bereichen – ob Alter, Geschlecht, Sexualität, Ethnie, ob mit oder ohne Behinderung. Gemeinsam treten wir für individuelle Unterschiede ein – sowohl jeder für sich als auch zusammen. Unsere Antriebstechnik ist entscheidendes Element in vielen Anlagen der Prozessindustrie, erneuerbaren Energien und im Maschinenbau. Kombinieren Sie als kommunikationsstarke Persönlichkeit fachliche Expertise mit dem Interesse an Serviceleistungen für unsere Anlagen? Wir bauen auf Ihr Feingefühl im Umgang mit Kunden, für die Sie erster Ansprechpartner sind."
440,Software Engineer (gn) Database / Business Intelligence,"Home-Office, bundesweit","Design, develop and implement ELT processes and Data Warehouse and Self-Service BI environment * Focus on the automation of processes related to the evaluation of the respective business domain * Understand and business models and processes * Nice to have: Analysis Services Tabular & DAX, Power BI, Microsoft * Nice to have: SQL Server Integration Services, Factory, Azure Synapse Analytics"
441,Full Stack Webentwickler (w/m/d),Home-Office,"Dann haben wir den idealen Job für dich: Die thevea GmbH bietet dir als Corporate Startup der opta data Gruppe die optimale Grundlage für kreative und ganzheitliche Arbeit. Unabhängig von den Texten in unseren Stellenanzeigen betonen wir, dass bei opta alle Menschen gleichermaßen willkommen sind."
442,3D Artist - Performance Marketing,bundesweit,We are not afraid to make mistakes but we use data and logic to backup decisions and improve understanding.
443,"Specialist Commercial Recruiting (f/m/d) - London, Cologne or remote","Köln, London, Home-Office","Optimize recruiting efforts through data-driven analysis of our recruiting processes, measures, and sources"
444,Sales Manager (w/m/d) Software für Optiker,"Delmenhorst, Home-Office","Unabhängig von den Texten in unseren Stellenanzeigen betonen wir, dass bei opta data alle Menschen gleichermaßen willkommen sind."
445,IT Security Manager (w/m/d),bundesweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
446,Managing Consultant SAP S/4HANA Finance & Controlling ((m/w/d)/x),deutschlandweit,"Unsere Prozessberater konzipieren und implementieren SAP S/4HANA Prozesse und ergänzen diese mit Robotics, Industry 4.0, Blockchain, IoT, Cloud, Watson/Cognitive Techologien und Analytics Lösungen."
447,DevOps Engineer (w/m/d),bundesweit,"Als Qualitätsanbieter steht PROCON IT für vielfältige Leistungen in den drei Schwerpunktbereichen Data Intelligence, Software-Engineering und IT Consulting & Business Transformation."
448,Vertriebsingenieur / Key Account Manager (m/w/d) im Bereich der Energieversorgung,"Home-Office, Bayern, Baden-Württemberg","Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden neue, zukunftsfähige Geschäftsfelder in der Energiebranche zu erschließen."
449,IT Application Administrator / DevOps Engineer (w/m/d) (auch zu 100% im Homeoffice),"Home-Office, Montabaur, deutschlandweit",Sie verfügen über ein gutes Grundlagenwissen im Bereich IT-Security und Data Privacy
450,Associate Client Relationship Manager / Inside Sales Manager (m/w/d) Life Sciences & Healthcare,"Home-Office, Frankfurt am Main, Berlin, München","Mit modernen Analysemethoden, transformativen Technologien, Big Data und ausgewiesener Branchenexpertise stellt IQVIA intelligente Verbindungen her unter Berücksichtigung aller relevanten Aspekte des Gesundheitswesens."
451,SAP CX Berater - SAP CX Consultant (m/w/d) – 100 % Remote,"Frankfurt, Stuttgart, Hannover, München, Hamburg, Berlin, Home-Office","Implementierung von Customizing-Anpassungen im Bereich SAP Customer Experience sowie weiterer Lösungen zur Optimierung der Customer Journey (SAP Sales / Service / Marketing / Commerce Cloud, SAP emarsys, Qualtrics, SAP Customer Cloud / Platform)"
452,Key Account Manager (m/w/d) Life Sciences & Healthcare,"Home-Office, Frankfurt am Main, München, Berlin","Mit modernen Analysemethoden, transformativen Technologien, Big Data und ausgewiesener Branchenexpertise stellt IQVIA intelligente Verbindungen her unter Berücksichtigung aller relevanten Aspekte des Gesundheitswesens."
453,Inhouse Consultant Business Intelligence (w/m/d),bundesweit,"Im dm-Konzern sind wir vom BI-Team für unser Enterprise Data Warehouse verantwortlich und entwickeln dieses kontinuierlich weiter, um die Daten für unsere Kollegen bestmöglich nutzbar zu machen."
454,"Sr. Experience Researcher, International Product Led Growth",Bundesweit,"On the Design Research & Strategy team, our mission is to lay a people-centered and data-driven foundation for Adobe product design and development. Masters Degree or Ph.D. in cognitive psychology, cognitive science, anthropology, science, or related field. * Experience with web analytics, and/or software instrumentation/ visualization. * Strong collaboration skills both within research and across product, science, engineering, and design"
455,(Junior) Account Manager (m/w/d),bundesweit,DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. ist eines der führenden deutschen IT-Service-Unternehmen.
456,(Senior) Consultant (gn) VMware Cloud Management and Automation,"Home-Office, bundesweit",Du bist erfahrene(r) und leidenschaftliche(r) Spezialist(in) im Bereich Software Defined Data Center?
457,Werkstudent*in Market Navigator (m/w/d),"bundesweit (Home-Office), Nürnberg, München, Frankfurt","Kantar ist einer der weltweit führenden Anbieter für Insights, Data Science und Consulting."
458,IT System Engineer (m/w/d) Client Management / Softwareverteilung,"Köln, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
459,Cloud Architekt (m/w/d),"Home-Office, Berlin, Bremen, Hamburg, München, Nürnberg, Düsseldorf",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. Die nötige Ausrüstung dafür bekommst Du in unserem firmeneigenen -Shop!
460,IT System Engineer (m/w/d) Citrix,"Köln, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
461,(Junior) Consultant – Aktuar (Mensch*),deutschlandweit,Dein Know-how ist bei der Unterstützung unserer Kunden in der Anwendung von Actuarial-Data-Science- und Machine-Learning-Methoden gefragt * Du begleitest Analytics und versicherungsmathematische Prozesse und führst diese durch
462,Fachinformatiker Systemintegration (m/w/d),"Stuttgart, Reutlingen, Home-Office",Almato ist eine 100 %-Tochtergesellschaft der börsennotierten DATAGROUP SE.
463,"Logistics Specialist/Executive AGS (Austria, Germany, Switzerland) (m/w/d)","Deutschland, Österreich, Schweiz","Collect and verify data and KPIs, participate in the periodic performance reviews with to identify improvement actions to optimize costs and level of service."
464,Project Lead (m/w/d) Softwareentwicklung - Salem oder Remote,"Home-Office, Salem",Wir sind INNO – und verwandeln mit unsere Analysesoftware seit 22 Jahren Big Data in echte Erkenntnisse.
465,Cloud Engineer - remote (m/w/d),Home-Office,"Hands-on-Einstieg: Du kümmerst dich um den reibungslosen Betrieb von Private & Public Cloud Umgebungen sowie Big -Technologien (z. B. Kafka, Spark, NoSQL Datenbanken). * Aufgabenvielfalt: Gekonnt wählst du passende Technologien für vielfältige Use Cases rund um Integration, Speicherung / Virtualisierung /Bereitstellung von Daten, Governance u.v.m."
466,"Senior Vertriebler:in, Kaufmann, Kauffrau / Berater:in von Immobilieneigentümer:innen / Sales Multimedia (gerne mit Erfahrung im Außendienst)","Bamberg, Bremerhaven, Kaiserslautern, Lübeck, Kempten, Koblenz, Delmenhorst, Flensburg",Moderne Data-Management-Tools für Ihren Rundum-Blick auf unsere Bestandskund:innen und potenziellen Neukund:innen
467,"Senior Vertriebler:in, Kaufmann, Kauffrau / Berater:in von Immobilieneigentümer:innen / Sales Multimedia (gerne mit Erfahrung im Außendienst)","Mainz, Saarbrücken, Hamburg, Flensburg, Bremen, Schwerin, Hannover, Kiel, Lübeck,Landau",Moderne Data-Management-Tools für Ihren Rundum-Blick auf unsere Bestandskund:innen und potenziellen Neukund:innen
468,IT-Prozessmanager – Inhouse Consultant (m/w/d),bundesweit,Almato ist eine 100 %-Tochtergesellschaft der börsennotierten DATAGROUP SE.
469,IT System Engineer (m/w/d) Netzwerk und Security,"Köln, Home-Office",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.
470,Controller (d/f/m),"deutschlandweit, Home-Office",You ensure compliance with BayWa r.e. Group regulations and the timely submission of financial data in accordance to the BayWa r.e. Group reporting schedule
471,Smart Banking Kundenberater (m/w/d,"Gera, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter."
472,HRIS Support Specialist (f/m/d),bundesweit,Proficient in data analysis/visualization software including SAS and Tableau.
473,Junior Software Developer Full Stack - Java (m/w/d),"München, Home Office","Durch eine umfassende Data Excellence, eine herausragende Multichannel-Reichweite sowie modernste, hochperformante Systeme bringen wir zusammen, was zusammengehört: interessierte Konsument:innen, attraktive Partnerunternehmen, relevante Angebote sowie vielfältige Services und Boni."
474,Junior Softwareentwickler / Software Engineer DevOps (mwd) – Vollzeit oder Teilzeit,"Home-Office, Heidelberg","Durch die Synthese von Data Engineering, Machine Learning und Software Engineering unterstützen wir Unternehmen dabei aus Ihren Daten Mehrwerte zu generieren."
475,Referent/Assistenz des Senior Vice President Consumer Products (SVP CP) (w/m/d),"Köln, Home-Office","Mit Content, Tech and Data zu nachhaltigem Erfolg."
476,Linux Systemadministrator (m/w/d),"Düsseldorf, Berlin, Home-Office","Babiel GmbH * Düsseldorf, Berlin, Home-Office * Feste Anstellung * Vollzeit - BABIEL – WIR SIND ONLINEKOMMUNIKATION UND E‑BUSINESS - babiel ist seit über 30 Jahren erfolgreich als Digitalagentur in den Bereichen Onlinekommunikation, E-Commerce und Customer Communication Management (CXM) für namhafte Konzerne und öffentliche Auftraggeber tätig. Dabei liegt unser Schwerpunkt in der Konzeption und Umsetzung von innovativen und effizienten Digitalstrategien. Beispiele unserer preisgekrönten Arbeit sind Kundenportale, Websites, E-Commerce-Lösungen und mobile Applikationen. Als Spezialist für Sicherheit und Hochverfügbarkeit übernehmen wir auch das Hosting dieser komplexen Systeme und Webanwendungen. Das Team, in dem Du arbeiten wirst, betreibt die dafür notwendige Infrastruktur: Server, Switches, Router für unser eigenes AS 198913, Firewalls, Loadbalancer, DDoS-Mitigation,"
